year,category,cost_cny
2030,baseline_net_cost,-692658762882.784
2030,carbon_cost,3558775489641.4546
2030,coal_savings_credit,-182525461099.34787
2030,energy_penalty_cost,94031036181.28876
2030,ccs_om_cost,0.0
2030,incremental_om,13271616975.639305
2030,biomass_cost,185730195876.4883
2030,ammonia_cost,0.0
2030,water_cost,285375263757.37146
2030,transport_opex,0.0
2030,storage_cost,0.0
2030,stranded_capex,0.0
2030,ccs_retrofit_capex,0.0
2030,pipe_capex,330885918.94509
2030,blend_upgrade_capex,28961485005.76977
2030,air_retrofit_capex,209485844783.49313
2030,rebuild_capex,0.0
2030,slack_penalty,0.0
2040,baseline_net_cost,-1207624565368.7896
2040,carbon_cost,3425581209123.4604
2040,coal_savings_credit,-2972722662803.773
2040,energy_penalty_cost,474699840775.92596
2040,ccs_om_cost,166601339409.08517
2040,incremental_om,561237455725.6691
2040,biomass_cost,3969752684877.341
2040,ammonia_cost,0.0
2040,water_cost,186623803258.95047
2040,transport_opex,271075634789.0232
2040,storage_cost,118585059295.27063
2040,stranded_capex,43567593948.084984
2040,ccs_retrofit_capex,452715676445.87146
2040,pipe_capex,226987579576.17078
2040,blend_upgrade_capex,616528112797.0244
2040,air_retrofit_capex,16131785547.102137
2040,rebuild_capex,12712293024.103794
2040,slack_penalty,5334910889.837136
2050,baseline_net_cost,-866768960155.5813
2050,carbon_cost,-416693121959.889
2050,coal_savings_credit,-1740513881685.6858
2050,energy_penalty_cost,246268900463.30902
2050,ccs_om_cost,74703633041.74318
2050,incremental_om,2393599647008.873
2050,biomass_cost,2465658877884.957
2050,ammonia_cost,0.0
2050,water_cost,76259365447.06078
2050,transport_opex,175452122303.35455
2050,storage_cost,69332014298.2862
2050,stranded_capex,29325080137.91962
2050,ccs_retrofit_capex,27011319013.627354
2050,pipe_capex,17548551201.49039
2050,blend_upgrade_capex,28352438352.866493
2050,air_retrofit_capex,221488040.2617585
2050,rebuild_capex,140258162304.56686
2050,slack_penalty,2121239183.95616
2060,baseline_net_cost,-575825015667.8278
2060,carbon_cost,-1087645990218.8562
2060,coal_savings_credit,-948476973381.8862
2060,energy_penalty_cost,122513403814.56516
2060,ccs_om_cost,32477927880.282265
2060,incremental_om,1625433787491.7395
2060,biomass_cost,1344136961008.241
2060,ammonia_cost,0.0
2060,water_cost,45879004259.987366
2060,transport_opex,103144020701.31093
2060,storage_cost,38593756791.21581
2060,stranded_capex,524640264.06092167
2060,ccs_retrofit_capex,5014828681.421747
2060,pipe_capex,2952932099.2847404
2060,blend_upgrade_capex,335671463.21851647
2060,air_retrofit_capex,21637258.772035927
2060,rebuild_capex,121305251318.85738
2060,slack_penalty,2524006121.3892694
