year,category,cost_cny
2030,baseline_net_cost,-691989976589.8011
2030,carbon_cost,3558775489641.453
2030,coal_savings_credit,-207033188816.68655
2030,energy_penalty_cost,108159020396.54723
2030,ccs_om_cost,0.0
2030,incremental_om,15088526301.058325
2030,biomass_cost,211386402682.05756
2030,ammonia_cost,0.0
2030,water_cost,254917051034.99533
2030,transport_opex,0.0
2030,storage_cost,0.0
2030,stranded_capex,0.0
2030,ccs_retrofit_capex,0.0
2030,pipe_capex,192463815.00338164
2030,blend_upgrade_capex,32931294049.120693
2030,air_retrofit_capex,71763269856.29063
2030,rebuild_capex,0.0
2030,slack_penalty,0.0
2040,baseline_net_cost,-1208899666682.1255
2040,carbon_cost,3524904983324.2246
2040,coal_savings_credit,-2989880307202.189
2040,energy_penalty_cost,484226327494.1656
2040,ccs_om_cost,166831003448.9299
2040,incremental_om,449991038775.0959
2040,biomass_cost,3985177413331.9897
2040,ammonia_cost,0.0
2040,water_cost,173530864096.48758
2040,transport_opex,270079326765.28314
2040,storage_cost,119299769940.29266
2040,stranded_capex,28542805088.435806
2040,ccs_retrofit_capex,453339756129.27814
2040,pipe_capex,221104423946.048
2040,blend_upgrade_capex,616558364513.9277
2040,air_retrofit_capex,5414610545.887179
2040,rebuild_capex,14879567749.564188
2040,slack_penalty,6278785335.589021
2050,baseline_net_cost,-866436139341.8158
2050,carbon_cost,-365474326559.41095
2050,coal_savings_credit,-1748600545300.2114
2050,energy_penalty_cost,248247875649.4234
2050,ccs_om_cost,74720107716.72333
2050,incremental_om,2365188441226.219
2050,biomass_cost,2464444209511.174
2050,ammonia_cost,0.0
2050,water_cost,73696607633.99257
2050,transport_opex,174175894447.92856
2050,storage_cost,69761532838.28218
2050,stranded_capex,28997923280.74882
2050,ccs_retrofit_capex,25972681565.017643
2050,pipe_capex,23680316980.680016
2050,blend_upgrade_capex,28262733880.122498
2050,air_retrofit_capex,2.220446049250313e-07
2050,rebuild_capex,137045437388.00084
2050,slack_penalty,2124568707.2516532
2060,baseline_net_cost,-568793771332.724
2060,carbon_cost,-1080388433647.7026
2060,coal_savings_credit,-946249741198.3324
2060,energy_penalty_cost,121580461073.30954
2060,ccs_om_cost,32423058566.028004
2060,incremental_om,1631278191928.0112
2060,biomass_cost,1328968973364.604
2060,ammonia_cost,0.0
2060,water_cost,47228436376.54664
2060,transport_opex,102697646931.5669
2060,storage_cost,38468724217.237595
2060,stranded_capex,707353192.3099438
2060,ccs_retrofit_capex,6341576364.9551735
2060,pipe_capex,8205948241.839329
2060,blend_upgrade_capex,529202975.4423705
2060,air_retrofit_capex,-7.494005416219807e-07
2060,rebuild_capex,121177748204.92166
2060,slack_penalty,1618015445.3537505
