year,resource_type,region,province_name,competition_scope,used,available,unit,utilization
2060,biomass,B07185,内蒙古自治区,shared_biomass_node,0.0,622026.3297218146,GJ/yr,0.0
2060,biomass,B07186,内蒙古自治区,shared_biomass_node,309012.8452168899,309012.8452168899,GJ/yr,1.0
2060,biomass,B07187,内蒙古自治区,shared_biomass_node,430624.0184827105,430624.0184827105,GJ/yr,1.0
2060,biomass,B07188,内蒙古自治区,shared_biomass_node,291851.89514438383,291851.89514438383,GJ/yr,1.0
2060,biomass,B07189,内蒙古自治区,shared_biomass_node,185106.4924540565,185106.4924540565,GJ/yr,1.0
2060,biomass,B07190,内蒙古自治区,shared_biomass_node,241827.3237139537,241827.3237139537,GJ/yr,1.0
2060,biomass,B07191,内蒙古自治区,shared_biomass_node,167639.0696428104,167639.0696428104,GJ/yr,1.0
2060,biomass,B07192,内蒙古自治区,shared_biomass_node,155653.1178291055,155653.1178291055,GJ/yr,1.0
2060,biomass,B07193,内蒙古自治区,shared_biomass_node,154232.53086777776,154232.53086777776,GJ/yr,1.0
2060,biomass,B07194,内蒙古自治区,shared_biomass_node,138745.74582441698,138745.74582441698,GJ/yr,1.0
2060,biomass,B07195,内蒙古自治区,shared_biomass_node,150713.401174406,150713.401174406,GJ/yr,1.0
2060,biomass,B07196,内蒙古自治区,shared_biomass_node,124920.34646845688,124920.34646845688,GJ/yr,1.0
2060,biomass,B07197,内蒙古自治区,shared_biomass_node,127633.72632186451,127633.72632186452,GJ/yr,0.9999999999999999
2060,biomass,B07198,内蒙古自治区,shared_biomass_node,117373.95087337306,117373.95087337306,GJ/yr,1.0
2060,biomass,B07199,内蒙古自治区,shared_biomass_node,131641.9036312224,131641.9036312224,GJ/yr,1.0
2060,biomass,B07200,内蒙古自治区,shared_biomass_node,0.0,74031.11876536993,GJ/yr,0.0
2060,biomass,B07201,内蒙古自治区,shared_biomass_node,0.0,118473.97306149403,GJ/yr,0.0
2060,biomass,B07202,内蒙古自治区,shared_biomass_node,0.0,91345.64344196406,GJ/yr,0.0
2060,biomass,B07203,内蒙古自治区,shared_biomass_node,0.0,107379.27231845653,GJ/yr,0.0
2060,biomass,B07204,内蒙古自治区,shared_biomass_node,0.0,108830.68473126044,GJ/yr,0.0
2060,biomass,B07205,内蒙古自治区,shared_biomass_node,0.0,25116.977284211047,GJ/yr,0.0
2060,biomass,B07206,内蒙古自治区,shared_biomass_node,0.0,7460.504895697934,GJ/yr,0.0
2060,biomass,B07207,内蒙古自治区,shared_biomass_node,255947.1539006862,255947.1539006862,GJ/yr,1.0
2060,biomass,B07208,内蒙古自治区,shared_biomass_node,373264.2038207525,373264.2038207525,GJ/yr,1.0
2060,biomass,B07209,内蒙古自治区,shared_biomass_node,734668.6928340448,734668.6928340448,GJ/yr,1.0
2060,biomass,B07210,内蒙古自治区,shared_biomass_node,2009832.6975163582,2009832.6975163585,GJ/yr,0.9999999999999999
2060,biomass,B07211,内蒙古自治区,shared_biomass_node,3260356.932381958,3260356.932381958,GJ/yr,1.0
2060,biomass,B07212,内蒙古自治区,shared_biomass_node,2668005.644933857,2668005.644933857,GJ/yr,1.0
2060,biomass,B07213,内蒙古自治区,shared_biomass_node,2240135.9915915164,2240135.9915915164,GJ/yr,1.0
2060,biomass,B07214,内蒙古自治区,shared_biomass_node,1941685.6027414976,1941685.6027414976,GJ/yr,1.0
2060,biomass,B07215,内蒙古自治区,shared_biomass_node,424049.2379445983,424049.2379445983,GJ/yr,1.0
2060,biomass,B07216,内蒙古自治区,shared_biomass_node,236493.78736731736,236493.78736731736,GJ/yr,1.0
2060,biomass,B07217,内蒙古自治区,shared_biomass_node,150761.26678005615,150761.26678005615,GJ/yr,1.0
2060,biomass,B07218,内蒙古自治区,shared_biomass_node,760750.4663623401,760750.4663623401,GJ/yr,1.0
2060,biomass,B07219,内蒙古自治区,shared_biomass_node,1424181.309457399,1424181.309457399,GJ/yr,1.0
2060,biomass,B07220,内蒙古自治区,shared_biomass_node,2520628.3918794845,2520628.3918794845,GJ/yr,1.0
2060,biomass,B07221,内蒙古自治区,shared_biomass_node,1971604.7798633135,1971604.7798633135,GJ/yr,1.0
2060,biomass,B07222,内蒙古自治区,shared_biomass_node,970658.3682172348,970658.3682172348,GJ/yr,1.0
2060,biomass,B07223,内蒙古自治区,shared_biomass_node,755228.988594609,755228.988594609,GJ/yr,1.0
2060,biomass,B07224,内蒙古自治区,shared_biomass_node,0.0,1083806.0098469325,GJ/yr,0.0
2060,biomass,B07225,内蒙古自治区,shared_biomass_node,0.0,1076959.5077902195,GJ/yr,0.0
2060,biomass,B07226,内蒙古自治区,shared_biomass_node,0.0,961372.1756913144,GJ/yr,0.0
2060,biomass,B07227,内蒙古自治区,shared_biomass_node,333929.0531903438,333929.0531903438,GJ/yr,1.0
2060,biomass,B07228,内蒙古自治区,shared_biomass_node,263221.19915911794,263221.19915911794,GJ/yr,1.0
2060,biomass,B07229,内蒙古自治区,shared_biomass_node,217949.9329478404,217949.9329478404,GJ/yr,1.0
2060,biomass,B07230,内蒙古自治区,shared_biomass_node,256640.49406335605,256640.49406335605,GJ/yr,1.0
2060,biomass,B07231,内蒙古自治区,shared_biomass_node,179047.42649700478,179047.42649700478,GJ/yr,1.0
2060,biomass,B07232,内蒙古自治区,shared_biomass_node,166192.82562168964,166192.82562168964,GJ/yr,1.0
2060,biomass,B07233,内蒙古自治区,shared_biomass_node,195804.42810621104,195804.42810621104,GJ/yr,1.0
2060,biomass,B07234,内蒙古自治区,shared_biomass_node,167639.8759956989,167639.8759956989,GJ/yr,1.0
2060,biomass,B07235,内蒙古自治区,shared_biomass_node,139051.13537757876,139051.13537757876,GJ/yr,1.0
2060,biomass,B07236,内蒙古自治区,shared_biomass_node,156675.2977959301,156675.2977959301,GJ/yr,1.0
2060,biomass,B07237,内蒙古自治区,shared_biomass_node,127221.24425891267,127221.24425891267,GJ/yr,1.0
2060,biomass,B07238,内蒙古自治区,shared_biomass_node,128139.27809227702,128139.278092277,GJ/yr,1.0000000000000002
2060,biomass,B07239,内蒙古自治区,shared_biomass_node,113048.71103571086,113048.71103571086,GJ/yr,1.0
2060,biomass,B07240,内蒙古自治区,shared_biomass_node,0.0,110984.70440150534,GJ/yr,0.0
2060,biomass,B07241,内蒙古自治区,shared_biomass_node,0.0,105746.7998463615,GJ/yr,0.0
2060,biomass,B07242,内蒙古自治区,shared_biomass_node,0.0,115632.4694978224,GJ/yr,0.0
2060,biomass,B07243,内蒙古自治区,shared_biomass_node,0.0,95527.04160272486,GJ/yr,0.0
2060,biomass,B07244,内蒙古自治区,shared_biomass_node,0.0,101512.33343228175,GJ/yr,0.0
2060,biomass,B07245,内蒙古自治区,shared_biomass_node,0.0,70606.98827382392,GJ/yr,0.0
2060,biomass,B07246,内蒙古自治区,shared_biomass_node,0.0,752.201006997939,GJ/yr,0.0
2060,biomass,B07247,内蒙古自治区,shared_biomass_node,292771.5944360153,292771.5944360153,GJ/yr,1.0
2060,biomass,B07248,内蒙古自治区,shared_biomass_node,614849.6682899237,614849.6682899237,GJ/yr,1.0
2060,biomass,B07249,内蒙古自治区,shared_biomass_node,884828.4700188956,884828.4700188956,GJ/yr,1.0
2060,biomass,B07250,内蒙古自治区,shared_biomass_node,805668.8041828278,805668.8041828278,GJ/yr,1.0
2060,biomass,B07251,内蒙古自治区,shared_biomass_node,3289914.559262176,3289914.559262176,GJ/yr,1.0
2060,biomass,B07252,内蒙古自治区,shared_biomass_node,2934400.040241564,2934400.040241564,GJ/yr,1.0
2060,biomass,B07253,内蒙古自治区,shared_biomass_node,2226029.225249856,2226029.225249856,GJ/yr,1.0
2060,biomass,B07254,内蒙古自治区,shared_biomass_node,179715.35490725306,179715.35490725306,GJ/yr,1.0
2060,biomass,B07255,内蒙古自治区,shared_biomass_node,1222273.4246166293,1222273.4246166293,GJ/yr,1.0
2060,biomass,B07256,内蒙古自治区,shared_biomass_node,1773109.914476477,1773109.914476477,GJ/yr,1.0
2060,biomass,B07257,内蒙古自治区,shared_biomass_node,2185860.7675809176,2185860.7675809176,GJ/yr,1.0
2060,biomass,B07258,内蒙古自治区,shared_biomass_node,924093.5938186676,924093.5938186676,GJ/yr,1.0
2060,biomass,B07259,内蒙古自治区,shared_biomass_node,409207.8084513475,977719.936639199,GJ/yr,0.41853274451777345
2060,biomass,B07260,内蒙古自治区,shared_biomass_node,0.0,1410728.0130590962,GJ/yr,0.0
2060,biomass,B07261,内蒙古自治区,shared_biomass_node,0.0,1513836.5810657076,GJ/yr,0.0
2060,biomass,B07262,内蒙古自治区,shared_biomass_node,0.0,1302219.5263948916,GJ/yr,0.0
2060,biomass,B07263,内蒙古自治区,shared_biomass_node,538216.0136446528,538216.0136446528,GJ/yr,1.0
2060,biomass,B07264,内蒙古自治区,shared_biomass_node,600006.7797168671,600006.7797168671,GJ/yr,1.0
2060,biomass,B07265,内蒙古自治区,shared_biomass_node,313296.16465579474,313296.16465579474,GJ/yr,1.0
2060,biomass,B07266,内蒙古自治区,shared_biomass_node,244865.1679411819,244865.1679411819,GJ/yr,1.0
2060,biomass,B07267,内蒙古自治区,shared_biomass_node,172255.71457424236,172255.71457424236,GJ/yr,1.0
