year,edge_id,from_node_id,to_node_id,length_km,corridor_type,existing_corridor_flag,edge_class,source,year_basis,available_stock_before_mtpa,build_selected,edge_active,edge_flow_mtpa,new_capacity_mtpa,total_capacity_mtpa,num_pipe_new,num_pipe_stock
2030,edge_00185,node_00297,node_00151,7.943,oil,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00187,node_00299,node_00227,301.341,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00188,node_00300,node_00220,70.849,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00189,node_00301,node_00093,69.202,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00190,node_00302,node_00141,50.306,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00191,node_00303,node_00086,89.887,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00194,node_00306,node_00078,26.58,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00196,node_00308,node_00046,73.26,oil,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00197,node_00309,node_00213,88.116,oil,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00199,node_00311,node_00076,168.683,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00202,node_00314,node_00179,39.372,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00203,node_00315,node_00205,74.311,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00204,node_00316,node_00062,71.595,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00205,node_00317,node_00126,36.161,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00206,node_00318,node_00132,19.305,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00207,node_00319,node_00148,53.761,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00208,node_00320,node_00122,29.378,oil,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00210,node_00322,node_00186,117.322,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00211,node_00323,node_00156,18.847,oil,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00213,node_00325,node_00020,195.723,oil,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00214,node_00326,node_00055,64.575,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00215,node_00327,node_00175,19.476,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00216,node_00328,node_00044,182.37,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00217,node_00329,node_00106,134.873,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00218,node_00330,node_00093,24.782,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00220,node_00332,node_00220,245.045,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00221,node_00333,node_00134,82.668,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00222,node_00334,node_00214,9.867,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00223,node_00335,node_00100,10.675,oil,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00224,node_00336,node_00076,99.141,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00226,node_00338,node_00102,84.372,oil,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00227,node_00339,node_00158,114.793,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00228,node_00340,node_00144,214.044,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00230,node_00342,node_00185,4.892,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00231,node_00343,node_00216,74.267,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00233,node_00345,node_00220,28.312,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00234,node_00346,node_00063,183.605,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00235,node_00347,node_00187,176.129,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00237,node_00349,node_00089,37.548,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00238,node_00350,node_00140,136.999,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00239,node_00351,node_00136,74.82,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00240,node_00352,node_00020,38.174,oil,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2030,edge_00241,node_00353,node_00189,64.711,gas,0,hub_to_corridor_branch,inputs/plants_unit.csv,2025,0.0,0,0,0.0,0.0,0.0,0.0,0.0
