year,category,cost_cny
2030,baseline_net_cost,-695848857106.2902
2030,carbon_cost,3558775489641.453
2030,coal_savings_credit,-73505243382.89137
2030,energy_penalty_cost,28480299146.679535
2030,ccs_om_cost,0.0
2030,incremental_om,5343851787.866654
2030,biomass_cost,73795897580.51913
2030,ammonia_cost,0.0
2030,water_cost,318130960654.5002
2030,transport_opex,0.0
2030,storage_cost,0.0
2030,stranded_capex,0.0
2030,ccs_retrofit_capex,0.0
2030,pipe_capex,0.0
2030,blend_upgrade_capex,12054768844.675234
2030,air_retrofit_capex,23143981698.695705
2030,rebuild_capex,0.0
2030,slack_penalty,0.0
2040,baseline_net_cost,-1262284895074.7039
2040,carbon_cost,3574545205927.5103
2040,coal_savings_credit,-2968977969386.0703
2040,energy_penalty_cost,431125135145.35626
2040,ccs_om_cost,169105246878.79263
2040,incremental_om,284826670441.7988
2040,biomass_cost,3938153987853.138
2040,ammonia_cost,0.0
2040,water_cost,225121893971.73865
2040,transport_opex,290103349566.76715
2040,storage_cost,124763712140.55794
2040,stranded_capex,4151694782.4160085
2040,ccs_retrofit_capex,459519692355.50934
2040,pipe_capex,229288399101.3129
2040,blend_upgrade_capex,617494081412.627
2040,air_retrofit_capex,1160775225.2836323
2040,rebuild_capex,14879567749.564188
2040,slack_penalty,0.0
2050,baseline_net_cost,-917580129062.4047
2050,carbon_cost,-216992669195.87866
2050,coal_savings_credit,-1748026460813.2808
2050,energy_penalty_cost,233677784491.60046
2050,ccs_om_cost,73852388509.4744
2050,incremental_om,2251412415766.38
2050,biomass_cost,2456887548801.29
2050,ammonia_cost,0.0
2050,water_cost,98131291728.16206
2050,transport_opex,171888256791.63882
2050,storage_cost,69953322319.31522
2050,stranded_capex,30491874536.942055
2050,ccs_retrofit_capex,21841884219.995728
2050,pipe_capex,10716645923.60782
2050,blend_upgrade_capex,36224297084.44059
2050,air_retrofit_capex,0.0
2050,rebuild_capex,137499260470.56482
2050,slack_penalty,0.0
2060,baseline_net_cost,-578854834872.2175
2060,carbon_cost,-1084426486869.688
2060,coal_savings_credit,-949776402778.2089
2060,energy_penalty_cost,120242904916.39622
2060,ccs_om_cost,32760186916.565872
2060,incremental_om,1616030005702.3455
2060,biomass_cost,1332047295510.4792
2060,ammonia_cost,0.0
2060,water_cost,54771731497.07233
2060,transport_opex,105392524990.29486
2060,storage_cost,39021235569.93282
2060,stranded_capex,338619216.0093665
2060,ccs_retrofit_capex,10420909510.861645
2060,pipe_capex,13990706059.73369
2060,blend_upgrade_capex,667439769.8879805
2060,air_retrofit_capex,-3.608224830031759e-07
2060,rebuild_capex,124702890547.45935
2060,slack_penalty,0.0
