year,category,cost_cny
2030,baseline_net_cost,-691998390603.5204
2030,carbon_cost,3558775489641.4556
2030,coal_savings_credit,-207994740089.52255
2030,energy_penalty_cost,109151764800.21881
2030,ccs_om_cost,0.0
2030,incremental_om,15184719305.247395
2030,biomass_cost,212110743391.70627
2030,ammonia_cost,0.0
2030,water_cost,253237171032.86133
2030,transport_opex,0.0
2030,storage_cost,0.0
2030,stranded_capex,0.0
2030,ccs_retrofit_capex,0.0
2030,pipe_capex,735224327.2502221
2030,blend_upgrade_capex,35014276205.98483
2030,air_retrofit_capex,72268396042.06871
2030,rebuild_capex,0.0
2030,slack_penalty,0.0
2040,baseline_net_cost,-1211487881021.625
2040,carbon_cost,3540992271507.3667
2040,coal_savings_credit,-2986564380539.6533
2040,energy_penalty_cost,484959881771.3436
2040,ccs_om_cost,167005382478.9202
2040,incremental_om,441047165649.4095
2040,biomass_cost,3974946481979.9565
2040,ammonia_cost,0.0
2040,water_cost,173292475596.3318
2040,transport_opex,271666474669.03278
2040,storage_cost,119877760629.11345
2040,stranded_capex,26782974353.709785
2040,ccs_retrofit_capex,453813606584.5027
2040,pipe_capex,223417696495.56677
2040,blend_upgrade_capex,619301882288.264
2040,air_retrofit_capex,5424413244.56716
2040,rebuild_capex,14879567749.564188
2040,slack_penalty,5965525571.801889
2050,baseline_net_cost,-856885675171.3845
2050,carbon_cost,-403070596077.41644
2050,coal_savings_credit,-1750540380686.2932
2050,energy_penalty_cost,247853051742.37204
2050,ccs_om_cost,74869277863.19908
2050,incremental_om,2384070347540.2095
2050,biomass_cost,2472520180339.0796
2050,ammonia_cost,0.0
2050,water_cost,73153478915.76846
2050,transport_opex,179158532425.4019
2050,storage_cost,69748318643.66724
2050,stranded_capex,30767689398.313408
2050,ccs_retrofit_capex,31902352438.808613
2050,pipe_capex,21225574345.70674
2050,blend_upgrade_capex,31675581320.428303
2050,air_retrofit_capex,27869720.51849185
2050,rebuild_capex,133393731401.63397
2050,slack_penalty,2121245520.9729147
2060,baseline_net_cost,-569563576702.7018
2060,carbon_cost,-1098269504631.2783
2060,coal_savings_credit,-950640017022.8973
2060,energy_penalty_cost,122393118553.92526
2060,ccs_om_cost,32709674745.087418
2060,incremental_om,1628765668102.898
2060,biomass_cost,1339046920356.8308
2060,ammonia_cost,0.0
2060,water_cost,46653519636.48743
2060,transport_opex,104204332827.84898
2060,storage_cost,38757748596.87913
2060,stranded_capex,539476142.3765172
2060,ccs_retrofit_capex,7955461634.267193
2060,pipe_capex,6847406830.305439
2060,blend_upgrade_capex,667439769.8879805
2060,air_retrofit_capex,-9.992007221626409e-07
2060,rebuild_capex,127001134176.15063
2060,slack_penalty,2524006121.388823
