plant_id,biomass_node_id,distance_km,cost_cny_per_gj,year,flow_gj,centroid_longitude,centroid_latitude,province_name,node_longitude,node_latitude,node_province
P0253,B01603,53.336,20.0,2030,10637.407162319867,107.502443,23.339667,Guangxi,107.62430150955414,22.873283772088584,广西壮族自治区
P0253,B01604,25.471,20.0,2030,4583748.470701779,107.502443,23.339667,Guangxi,107.62626184689448,23.140855357756685,广西壮族自治区
P0253,B01605,12.732,20.0,2030,5051691.750059437,107.502443,23.339667,Guangxi,107.62124064559916,23.37454603929232,广西壮族自治区
P0253,B01606,33.313,20.0,2030,4215576.740342938,107.502443,23.339667,Guangxi,107.62000594198204,23.61917949538164,广西壮族自治区
P0253,B01620,44.539,20.0,2030,4290963.239128463,107.502443,23.339667,Guangxi,107.86715058488404,23.120304091169665,广西壮族自治区
P0253,B01621,39.492,20.0,2030,4406236.042857917,107.502443,23.339667,Guangxi,107.88580203568664,23.387505897351065,广西壮族自治区
P0253,B01622,49.655,20.0,2030,4379870.02174385,107.502443,23.339667,Guangxi,107.8850550470509,23.615815659965538,广西壮族自治区
P0254,B04667,42.771,20.0,2030,3616479.142956885,114.005752,27.641968,Jiangxi,113.57160074184009,27.636254352727267,湖南省
P0254,B04668,43.609,20.0,2030,4214371.851213547,114.005752,27.641968,Jiangxi,113.64725746324174,27.87254961201082,湖南省
P0254,B04685,42.124,20.0,2030,945857.8172247036,114.005752,27.641968,Jiangxi,113.80602820643382,27.30713328910213,湖南省
P0254,B04686,39.871,20.0,2030,377818.45731575415,114.005752,27.641968,Jiangxi,113.78030506361046,27.939946968937495,湖南省
P0254,B05328,41.034,20.0,2030,1484221.065101673,114.005752,27.641968,Jiangxi,113.66761146162378,27.42685376361164,江西省
P0254,B05329,31.868,20.0,2030,3397243.202757685,114.005752,27.641968,Jiangxi,113.68404158352983,27.61203149681465,江西省
P0254,B05330,32.571,20.0,2030,200344.1234170465,114.005752,27.641968,Jiangxi,113.73555266435454,27.81107213305512,江西省
P0254,B05338,31.306,20.0,2030,3481282.416419533,114.005752,27.641968,Jiangxi,113.8990259424123,27.376815480726783,江西省
P0254,B05339,13.355,20.0,2030,6571619.512973334,114.005752,27.641968,Jiangxi,113.87055384951726,27.633048335376287,江西省
P0254,B05340,27.649,20.0,2030,5308563.023423386,114.005752,27.641968,Jiangxi,113.88065308251984,27.864618025347983,江西省
P0254,B05341,41.968,20.0,2030,198380.12670903726,114.005752,27.641968,Jiangxi,113.95733823488226,28.01696230039077,江西省
P0254,B05353,33.745,20.0,2030,4594777.95565096,114.005752,27.641968,Jiangxi,114.12632239741374,27.357958155144285,江西省
P0254,B05354,11.667,20.0,2030,6649041.319609284,114.005752,27.641968,Jiangxi,114.12339124429832,27.629791099021084,江西省
P0254,B05355,27.878,20.0,2030,5337698.164204221,114.005752,27.641968,Jiangxi,114.12873120645509,27.86783053064044,江西省
P0254,B05373,45.123,20.0,2030,4327053.845192259,114.005752,27.641968,Jiangxi,114.36017402390952,27.38532525050067,江西省
P0254,B05374,36.093,20.0,2030,5234623.566798248,114.005752,27.641968,Jiangxi,114.37216350718973,27.640501728866838,江西省
P0254,B05375,44.35,20.0,2030,6078090.826312422,114.005752,27.641968,Jiangxi,114.37518831662209,27.87044305457236,江西省
P0277,B01728,33.012,20.0,2030,4308149.414795701,109.6934879,24.4560027,Guangxi,109.3793227882545,24.3766043021314,广西壮族自治区
P0277,B01729,37.499,20.0,2030,4803432.890974558,109.6934879,24.4560027,Guangxi,109.36692567469478,24.615611840553488,广西壮族自治区
P0277,B01747,38.563,20.0,2030,3970966.15114307,109.6934879,24.4560027,Guangxi,109.62095009068096,24.11555445355907,广西壮族自治区
P0277,B01748,11.763,20.0,2030,5267138.9157750355,109.6934879,24.4560027,Guangxi,109.61543932689872,24.37764909256637,广西壮族自治区
P0277,B01749,19.239,20.0,2030,4479040.097163392,109.6934879,24.4560027,Guangxi,109.62747090296205,24.618266837437137,广西壮族自治区
P0277,B01767,41.958,20.0,2030,2355366.2114070333,109.6934879,24.4560027,Guangxi,109.88352332099392,24.12076815507132,广西壮族自治区
P0277,B01768,22.162,20.0,2030,3188145.3171407264,109.6934879,24.4560027,Guangxi,109.90015615164364,24.390318460230883,广西壮族自治区
P0277,B01769,27.014,20.0,2030,4655190.90980048,109.6934879,24.4560027,Guangxi,109.88607149227974,24.624318609978644,广西壮族自治区
P0279,B01723,40.762,20.0,2030,5758502.327970155,109.7658333,23.1119444,Guangxi,109.36758820871788,23.127270343346865,广西壮族自治区
P0279,B01742,30.447,20.0,2030,6017459.254813499,109.7658333,23.1119444,Guangxi,109.62789418104062,22.86935434796624,广西壮族自治区
P0279,B01743,15.146,20.0,2030,5450135.731138384,109.7658333,23.1119444,Guangxi,109.62017079582678,23.136616811455923,广西壮族自治区
P0279,B01744,32.213,20.0,2030,5300276.640973925,109.7658333,23.1119444,Guangxi,109.61151634067056,23.36456323463729,广西壮族自治区
P0279,B01762,30.179,20.0,2030,6271325.427195146,109.7658333,23.1119444,Guangxi,109.88351177075184,22.86309884146628,广西壮族自治区
P0279,B01763,11.006,20.0,2030,5005849.695081767,109.7658333,23.1119444,Guangxi,109.871326554518,23.1315392969763,广西壮族自治区
P0279,B01764,31.972,20.0,2030,6079191.290760684,109.7658333,23.1119444,Guangxi,109.88040177613858,23.379516427034872,广西壮族自治区
P0279,B01780,46.068,20.0,2030,6731289.212176926,109.7658333,23.1119444,Guangxi,110.13389116195378,22.873513136319588,广西壮族自治区
P0279,B01781,36.593,20.0,2030,5407939.296678845,109.7658333,23.1119444,Guangxi,110.12354337876876,23.12016700063501,广西壮族自治区
P0279,B01782,47.253,20.0,2030,4596482.394410656,109.7658333,23.1119444,Guangxi,110.12870133661248,23.37542594834037,广西壮族自治区
P0286,B05482,37.439,20.0,2030,6458921.748540773,115.9378971,28.81613945,Jiangxi,115.62497502804108,28.621064571394424,江西省
P0286,B05483,31.552,20.0,2030,6245037.809786807,115.9378971,28.81613945,Jiangxi,115.6216450678052,28.877643598409,江西省
P0286,B05484,45.44,20.0,2030,6069841.020691362,115.9378971,28.81613945,Jiangxi,115.64253269562852,29.132729066238767,江西省
P0286,B05503,49.392,20.0,2030,4129636.261147057,115.9378971,28.81613945,Jiangxi,115.87514000240436,28.375380377260544,江西省
P0286,B05504,22.9,20.0,2030,9241296.818865119,115.9378971,28.81613945,Jiangxi,115.87231642365784,28.618393342611608,江西省
P0286,B05505,8.418,20.0,2030,7262533.485134377,115.9378971,28.81613945,Jiangxi,115.88024538523922,28.872534710031548,江西省
P0286,B05506,32.696,20.0,2030,5434992.337786641,115.9378971,28.81613945,Jiangxi,115.85667156471403,29.101460620094056,江西省
P0286,B05523,27.071,20.0,2030,7741590.324035096,115.9378971,28.81613945,Jiangxi,116.1194397539056,28.631952270882127,江西省
P0286,B05524,18.373,20.0,2030,7762963.115612332,115.9378971,28.81613945,Jiangxi,116.11576333152216,28.871165263410607,江西省
P0286,B05525,31.441,20.0,2030,1934506.9570685737,115.9378971,28.81613945,Jiangxi,116.06363895457169,29.076606241488285,江西省
P0286,B05540,48.725,20.0,2030,5898432.16016525,115.9378971,28.81613945,Jiangxi,116.38661697036989,28.62336901746589,江西省
P0286,B05541,43.821,20.0,2030,2294641.617166613,115.9378971,28.81613945,Jiangxi,116.38749027597058,28.805220622367628,江西省
P0294,B05557,43.222,20.0,2030,4677114.277290292,117.08502,29.18719,Jiangxi,116.649829952719,29.10580372446796,江西省
P0294,B05570,40.292,20.0,2030,8029126.81367211,117.08502,29.18719,Jiangxi,116.87403393578512,28.875310311223032,江西省
P0294,B05571,21.842,20.0,2030,8082722.54350102,117.08502,29.18719,Jiangxi,116.87372197890458,29.119855078597837,江西省
P0294,B05572,29.373,20.0,2030,7754690.01563755,117.08502,29.18719,Jiangxi,116.87069782064198,29.373830614500186,江西省
P0294,B05583,33.829,20.0,2030,7792608.882450921,117.08502,29.18719,Jiangxi,117.11993791166154,28.88449389796728,江西省
P0294,B05584,8.807,20.0,2030,6594010.259615625,117.08502,29.18719,Jiangxi,117.11391164107516,29.112114592414347,江西省
P0294,B05585,20.084,20.0,2030,6342490.546886687,117.08502,29.18719,Jiangxi,117.123882928968,29.36460018942164,江西省
P0294,B05593,45.013,20.0,2030,1700379.773003708,117.08502,29.18719,Jiangxi,117.37487825361566,28.871539585428085,江西省
P0294,B05594,28.524,20.0,2030,6014228.901981955,117.08502,29.18719,Jiangxi,117.36596664494375,29.112358292467764,江西省
P0294,B05595,35.353,20.0,2030,5030094.403240105,117.08502,29.18719,Jiangxi,117.37897712788777,29.375191326671096,江西省
P0311,B04488,35.0,20.0,2030,6168982.264652868,111.7,29.031,Hunan,111.38103095556804,28.885445557458592,湖南省
P0311,B04489,32.759,20.0,2030,6733741.817620799,111.7,29.031,Hunan,111.3828759525025,29.130926550776515,湖南省
P0311,B04511,18.662,20.0,2030,7386410.387547211,111.7,29.031,Hunan,111.62892854969805,28.875119488673118,湖南省
P0311,B04512,12.883,20.0,2030,6612184.9991162745,111.7,29.031,Hunan,111.62083849651223,29.12393601312309,湖南省
P0311,B04513,39.536,20.0,2030,6848347.087980164,111.7,29.031,Hunan,111.62842821966262,29.381026918264062,湖南省
P0311,B04532,24.465,20.0,2030,7427909.515738138,111.7,29.031,Hunan,111.87205112748318,28.870557881631264,湖南省
P0311,B04533,19.559,20.0,2030,7653342.449420123,111.7,29.031,Hunan,111.8716930423792,29.122788512162675,湖南省
P0311,B04534,41.431,20.0,2030,2003262.3158044247,111.7,29.031,Hunan,111.87210466160386,29.37197311194208,湖南省
P0338,B01770,31.736,20.0,2030,1017880.8089134854,110.06851,25.10107,Guangxi,109.88140293256689,24.87151124032877,广西壮族自治区
P0338,B01771,19.552,20.0,2030,5773847.904945872,110.06851,25.10107,Guangxi,109.87681219823736,25.12918858590041,广西壮族自治区
P0338,B01788,25.85,20.0,2030,5628998.908878883,110.06851,25.10107,Guangxi,110.12452861052832,24.874212554645144,广西壮族自治区
P0338,B01789,5.687,20.0,2030,5622592.8097443525,110.06851,25.10107,Guangxi,110.1175151191712,25.12650502382597,广西壮族自治区
P0338,B01790,30.648,20.0,2030,5966599.29264135,110.06851,25.10107,Guangxi,110.1249381742864,25.37192561766512,广西壮族自治区
P0338,B01807,30.802,20.0,2030,4299305.910476053,110.06851,25.10107,Guangxi,110.372624179677,25.13120884740412,广西壮族自治区
P0350,B01834,12.309,20.0,2030,6081289.694770611,110.943891,23.290635,Guangxi,110.8691313493134,23.37748158349198,广西壮族自治区
P0350,B01850,20.337,20.0,2030,52375.85960938862,110.943891,23.290635,Guangxi,111.12455558525836,23.367633111146144,广西壮族自治区
P0001,B00415,183.34,20.0,2040,3220389.2360504125,119.69716297777778,26.37928888888889,Fujian,117.88220788320746,26.116882226050027,福建省
P0001,B00416,181.446,20.0,2040,4792190.030492596,119.69716297777778,26.37928888888889,Fujian,117.8756592375713,26.39238349103797,福建省
P0001,B00417,183.339,20.0,2040,5876247.384076299,119.69716297777778,26.37928888888889,Fujian,117.87516479788182,26.624105836714875,福建省
P0001,B00418,188.992,20.0,2040,2559617.569075617,119.69716297777778,26.37928888888889,Fujian,117.87618151244196,26.867947503899053,福建省
P0001,B00430,166.253,20.0,2040,5902738.4753303435,119.69716297777778,26.37928888888889,Fujian,118.12677372322456,25.8815482531298,福建省
P0001,B00431,159.502,20.0,2040,5090915.250621623,119.69716297777778,26.37928888888889,Fujian,118.12184533640648,26.1309995398904,福建省
P0001,B00432,156.268,20.0,2040,4518755.109308897,119.69716297777778,26.37928888888889,Fujian,118.12868970389012,26.362243713773825,福建省
P0001,B00433,158.617,20.0,2040,5152377.041239016,119.69716297777778,26.37928888888889,Fujian,118.12780872200236,26.62922561176905,福建省
P0001,B00434,165.596,20.0,2040,5366947.8595439615,119.69716297777778,26.37928888888889,Fujian,118.12561794331938,26.873434184627445,福建省
P0001,B00435,177.346,20.0,2040,5394935.200884826,119.69716297777778,26.37928888888889,Fujian,118.12499530120895,27.13632303418418,福建省
P0001,B00446,143.279,20.0,2040,6319286.635105292,119.69716297777778,26.37928888888889,Fujian,118.37718418276548,25.873448402318537,福建省
P0001,B00447,134.768,20.0,2040,4790916.924320235,119.69716297777778,26.37928888888889,Fujian,118.3760591326092,26.124148807252897,福建省
P0001,B00448,132.097,20.0,2040,5453736.556066233,119.69716297777778,26.37928888888889,Fujian,118.37120585134672,26.369504918079414,福建省
P0001,B00449,134.203,20.0,2040,5143390.094256924,119.69716297777778,26.37928888888889,Fujian,118.37711012236429,26.626519030161493,福建省
P0001,B00450,143.053,20.0,2040,5644724.544485234,119.69716297777778,26.37928888888889,Fujian,118.37183806295384,26.880811247201272,福建省
P0001,B00451,155.13,20.0,2040,4975599.252554989,119.69716297777778,26.37928888888889,Fujian,118.37366124091112,27.12064631951672,福建省
P0001,B00452,172.971,20.0,2040,5524499.486699181,119.69716297777778,26.37928888888889,Fujian,118.36895990274168,27.38746667218065,福建省
P0001,B00453,189.173,20.0,2040,3085696.8187002605,119.69716297777778,26.37928888888889,Fujian,118.37409111477918,27.60587475713664,福建省
P0001,B00461,135.855,20.0,2040,5477379.300874361,119.69716297777778,26.37928888888889,Fujian,118.6238440805974,25.62949345685016,福建省
P0001,B00462,120.852,20.0,2040,5599391.084759867,119.69716297777778,26.37928888888889,Fujian,118.6263188550974,25.87243629834328,福建省
P0001,B00463,110.291,20.0,2040,5576594.381791786,119.69716297777778,26.37928888888889,Fujian,118.6279846541678,26.125656272748508,福建省
P0001,B00464,107.035,20.0,2040,5442342.0114909625,119.69716297777778,26.37928888888889,Fujian,118.62269399172465,26.378106963736226,福建省
P0001,B00465,109.74,20.0,2040,6867119.449906471,119.69716297777778,26.37928888888889,Fujian,118.62886390129871,26.624204194720125,福建省
P0001,B00466,119.357,20.0,2040,4910409.970740982,119.69716297777778,26.37928888888889,Fujian,118.62877322334822,26.86918011617336,福建省
P0001,B00467,134.914,20.0,2040,5351433.075833896,119.69716297777778,26.37928888888889,Fujian,118.62602668432356,27.125813430896827,福建省
P0001,B00468,152.57,20.0,2040,4597318.200091232,119.69716297777778,26.37928888888889,Fujian,118.63751200419765,27.373927494175906,福建省
P0001,B00469,173.924,20.0,2040,4710546.947109033,119.69716297777778,26.37928888888889,Fujian,118.6275385849882,27.61956593191907,福建省
P0001,B00476,117.362,20.0,2040,6189884.422493598,119.69716297777778,26.37928888888889,Fujian,118.8752177382485,25.625456681024044,福建省
P0001,B00477,99.374,20.0,2040,5500816.1775836535,119.69716297777778,26.37928888888889,Fujian,118.87462811577598,25.875965974734964,福建省
P0001,B00478,86.956,20.0,2040,4622787.546102083,119.69716297777778,26.37928888888889,Fujian,118.87325332148534,26.123309714264234,福建省
P0001,B00479,81.888,20.0,2040,5315055.601731493,119.69716297777778,26.37928888888889,Fujian,118.8751838614964,26.37276459597844,福建省
P0001,B00480,85.57,20.0,2040,6163660.342020733,119.69716297777778,26.37928888888889,Fujian,118.87979779347528,26.618296184231905,福建省
P0001,B00481,97.995,20.0,2040,5517633.27280821,119.69716297777778,26.37928888888889,Fujian,118.87360681345974,26.86365344170771,福建省
P0001,B00482,116.479,20.0,2040,4622874.398136505,119.69716297777778,26.37928888888889,Fujian,118.86689762302274,27.119297773375784,福建省
P0001,B00483,140.427,20.0,2040,3432073.2320370926,119.69716297777778,26.37928888888889,Fujian,118.84231156376389,27.386040202162043,福建省
P0001,B00484,163.63,20.0,2040,3312969.053368747,119.69716297777778,26.37928888888889,Fujian,118.81538226343586,27.623585437431277,福建省
P0001,B00489,101.947,20.0,2040,5584670.876156028,119.69716297777778,26.37928888888889,Fujian,119.12151211482562,25.622394702713542,福建省
P0001,B00490,80.656,20.0,2040,4188121.8814776116,119.69716297777778,26.37928888888889,Fujian,119.11983759949496,25.871880782284865,福建省
P0001,B00491,63.975,20.0,2040,4535900.25748764,119.69716297777778,26.37928888888889,Fujian,119.12265839747263,26.12328492972562,福建省
P0001,B00492,57.788,20.0,2040,5061624.751122655,119.69716297777778,26.37928888888889,Fujian,119.11707981109532,26.376150779157268,福建省
P0001,B00493,63.619,20.0,2040,5618925.447448185,119.69716297777778,26.37928888888889,Fujian,119.12336504891034,26.63163242989179,福建省
P0001,B00494,79.132,20.0,2040,5188707.614793041,119.69716297777778,26.37928888888889,Fujian,119.12407325070068,26.873231939199723,福建省
P0001,B00495,99.25,20.0,2040,3390901.461082432,119.69716297777778,26.37928888888889,Fujian,119.13867213784428,27.11953669899806,福建省
P0001,B00496,121.332,20.0,2040,1466293.0252701798,119.69716297777778,26.37928888888889,Fujian,119.1094943963393,27.336252641398108,福建省
P0001,B00498,116.151,20.0,2040,115113.80057725878,119.69716297777778,26.37928888888889,Fujian,119.33603373965452,25.38652787102321,福建省
P0001,B00499,88.025,20.0,2040,4534519.930813633,119.69716297777778,26.37928888888889,Fujian,119.37011972959762,25.64424616677621,福建省
P0001,B00500,65.349,20.0,2040,4907824.989619943,119.69716297777778,26.37928888888889,Fujian,119.37796198784424,25.86620413226601,福建省
P0001,B00501,43.941,20.0,2040,4420488.463399114,119.69716297777778,26.37928888888889,Fujian,119.36131565941784,26.123486042600224,福建省
P0001,B00502,31.948,20.0,2040,4874740.387571341,119.69716297777778,26.37928888888889,Fujian,119.37646583765942,26.37735319908796,福建省
P0001,B00503,42.276,20.0,2040,5549270.45119812,119.69716297777778,26.37928888888889,Fujian,119.36790494275544,26.61953600080759,福建省
P0001,B00504,63.9,20.0,2040,4885589.802896408,119.69716297777778,26.37928888888889,Fujian,119.37891653867028,26.878593969859278,福建省
P0001,B00505,88.706,20.0,2040,4530983.850084773,119.69716297777778,26.37928888888889,Fujian,119.3766479341081,27.12392990801655,福建省
P0001,B00506,115.378,20.0,2040,2734605.514618803,119.69716297777778,26.37928888888889,Fujian,119.38111483345446,27.377883697590395,福建省
P0001,B00508,134.648,20.0,2040,3049.9721089742675,119.69716297777778,26.37928888888889,Fujian,119.52499968942308,25.17833354038462,福建省
P0001,B00509,103.476,20.0,2040,165857.8550136594,119.69716297777778,26.37928888888889,Fujian,119.57762687479384,25.454939671535776,福建省
P0001,B00510,83.979,20.0,2040,329925.5833554678,119.69716297777778,26.37928888888889,Fujian,119.55696511701836,25.634633865829663,福建省
P0001,B00511,58.26,20.0,2040,847898.230613287,119.69716297777778,26.37928888888889,Fujian,119.554278697198,25.871297129580128,福建省
P0001,B00512,31.528,20.0,2040,662706.0781057155,119.69716297777778,26.37928888888889,Fujian,119.56495286625608,26.121731035322888,福建省
P0001,B00513,12.232,20.0,2040,1621316.7948289802,119.69716297777778,26.37928888888889,Fujian,119.5761158024151,26.36087784559281,福建省
P0001,B00514,26.672,20.0,2040,3388943.505608051,119.69716297777778,26.37928888888889,Fujian,119.60686579448314,26.605135924448447,福建省
P0001,B00515,57.78,20.0,2040,4319979.6131957695,119.69716297777778,26.37928888888889,Fujian,119.62070737601528,26.894398554243747,福建省
P0001,B00516,82.109,20.0,2040,4799135.216286642,119.69716297777778,26.37928888888889,Fujian,119.6104872250701,27.113645709502187,福建省
P0001,B00519,102.084,20.0,2040,15162.61722238444,119.69716297777778,26.37928888888889,Fujian,119.78869915277984,25.46492163878711,福建省
P0001,B00520,89.57,20.0,2040,27294.831790605556,119.69716297777778,26.37928888888889,Fujian,119.78434536713428,25.57758890743077,福建省
P0001,B00521,12.734,20.0,2040,257325.7611809669,119.69716297777778,26.37928888888889,Fujian,119.82446139408869,26.368901844472976,福建省
P0001,B00522,36.279,20.0,2040,664279.9357110508,119.69716297777778,26.37928888888889,Fujian,119.8718388778579,26.665682162695163,福建省
P0001,B00523,60.017,20.0,2040,4860945.66396544,119.69716297777778,26.37928888888889,Fujian,119.87485448262838,26.89513491909911,福建省
P0001,B00526,49.522,20.0,2040,463069.1592558638,119.69716297777778,26.37928888888889,Fujian,120.05432479088614,26.68951303157674,福建省
P0001,B13598,144.161,20.0,2040,174989.44492534825,119.69716297777778,26.37928888888889,Fujian,118.93015588687648,27.4807610924513,浙江省
P0001,B13611,131.981,20.0,2040,627883.6257408637,119.69716297777778,26.37928888888889,Fujian,119.1668495487122,27.46797950312874,浙江省
P0003,B01971,113.964,20.0,2040,1454108.710176913,106.56065670588237,29.095265411764704,Chongqing,105.69321590301138,28.408182755242134,贵州省
P0003,B01972,103.178,20.0,2040,532292.9898293837,106.56065670588237,29.095265411764704,Chongqing,105.70791527614936,28.544976663619178,贵州省
P0003,B01987,103.571,20.0,2040,2786197.1889460525,106.56065670588237,29.095265411764704,Chongqing,105.87376441827824,28.38473444912417,贵州省
P0003,B01988,85.282,20.0,2040,2232977.3798680697,106.56065670588237,29.095265411764704,Chongqing,105.90420610786362,28.58774774026478,贵州省
