year,category,cost_cny
2030,baseline_net_cost,-695876824367.9362
2030,carbon_cost,3558775489641.456
2030,coal_savings_credit,-72556599645.10873
2030,energy_penalty_cost,28024378315.600754
2030,ccs_om_cost,0.0
2030,incremental_om,5275017906.757547
2030,biomass_cost,72797508246.05577
2030,ammonia_cost,0.0
2030,water_cost,317557671158.7433
2030,transport_opex,0.0
2030,storage_cost,0.0
2030,stranded_capex,0.0
2030,ccs_retrofit_capex,0.0
2030,pipe_capex,797910320.85561
2030,blend_upgrade_capex,12054768844.675234
2030,air_retrofit_capex,22890759840.479553
2030,rebuild_capex,0.0
2030,slack_penalty,0.0
2040,baseline_net_cost,-1263184945451.0017
2040,carbon_cost,3550248257757.994
2040,coal_savings_credit,-2986769880009.2593
2040,energy_penalty_cost,433471267372.5308
2040,ccs_om_cost,170000166314.0237
2040,incremental_om,281588641196.5018
2040,biomass_cost,3972801594287.0293
2040,ammonia_cost,0.0
2040,water_cost,224116420397.12573
2040,transport_opex,291249134622.4191
2040,storage_cost,125294658792.74237
2040,stranded_capex,3222237303.836601
2040,ccs_retrofit_capex,461951509884.2413
2040,pipe_capex,225175992044.50403
2040,blend_upgrade_capex,622105903496.4067
2040,air_retrofit_capex,1561952188.0992718
2040,rebuild_capex,14879567749.564188
2040,slack_penalty,0.0
2050,baseline_net_cost,-892151679388.3093
2050,carbon_cost,-299608597447.5387
2050,coal_savings_credit,-1754481287902.0303
2050,energy_penalty_cost,234535471759.6055
2050,ccs_om_cost,74399964132.27403
2050,incremental_om,2292695929268.564
2050,biomass_cost,2472716307777.7583
2050,ammonia_cost,0.0
2050,water_cost,95586691289.79149
2050,transport_opex,176820167435.28397
2050,storage_cost,70001514959.43837
2050,stranded_capex,30098126832.07647
2050,ccs_retrofit_capex,25473431650.02976
2050,pipe_capex,11233656447.674398
2050,blend_upgrade_capex,33775481477.844658
2050,air_retrofit_capex,1941109.6295902098
2050,rebuild_capex,129487427811.71548
2050,slack_penalty,0.0
2060,baseline_net_cost,-572648858787.028
2060,carbon_cost,-1121599366412.404
2060,coal_savings_credit,-953911212928.9661
2060,energy_penalty_cost,121107490825.34943
2060,ccs_om_cost,32992481603.959385
2060,incremental_om,1624386570511.648
2060,biomass_cost,1341774819259.4763
2060,ammonia_cost,0.0
2060,water_cost,50806449151.88849
2060,transport_opex,107623731972.96504
2060,storage_cost,39096066908.22701
2060,stranded_capex,1035073995.2098908
2060,ccs_retrofit_capex,8598067931.023245
2060,pipe_capex,11501168679.830463
2060,blend_upgrade_capex,663536613.338928
2060,air_retrofit_capex,0.0
2060,rebuild_capex,129817359205.20575
2060,slack_penalty,0.0
