year,category,cost_cny
2030,baseline_net_cost,-691975135735.7131
2030,carbon_cost,3558775489641.4556
2030,coal_savings_credit,-207687103281.2918
2030,energy_penalty_cost,108495634506.59389
2030,ccs_om_cost,0.0
2030,incremental_om,15139163918.239305
2030,biomass_cost,212068195889.8369
2030,ammonia_cost,0.0
2030,water_cost,254225946652.76562
2030,transport_opex,0.0
2030,storage_cost,0.0
2030,stranded_capex,0.0
2030,ccs_retrofit_capex,0.0
2030,pipe_capex,0.0
2030,blend_upgrade_capex,32548324235.52684
2030,air_retrofit_capex,71957966764.78548
2030,rebuild_capex,0.0
2030,slack_penalty,0.0
2040,baseline_net_cost,-1212844169354.5305
2040,carbon_cost,3522061650253.6562
2040,coal_savings_credit,-2963983088912.5825
2040,energy_penalty_cost,481190884633.42755
2040,ccs_om_cost,166743069151.50467
2040,incremental_om,470611016671.8445
2040,biomass_cost,3940388288636.3853
2040,ammonia_cost,0.0
2040,water_cost,172530699465.83182
2040,transport_opex,278097060398.94556
2040,storage_cost,119557137730.91878
2040,stranded_capex,30902517445.789387
2040,ccs_retrofit_capex,453100807060.30365
2040,pipe_capex,228124562936.46664
2040,blend_upgrade_capex,621838853857.5363
2040,air_retrofit_capex,5050127183.23133
2040,rebuild_capex,14879567749.564188
2040,slack_penalty,5334910889.836948
2050,baseline_net_cost,-876059546157.625
2050,carbon_cost,-370807729609.2571
2050,coal_savings_credit,-1745933139522.7917
2050,energy_penalty_cost,246378367810.68314
2050,ccs_om_cost,74293071523.6586
2050,incremental_om,2363661053981.399
2050,biomass_cost,2471052785226.7793
2050,ammonia_cost,0.0
2050,water_cost,73727009715.07657
2050,transport_opex,176272094667.63928
2050,storage_cost,69322138404.2814
2050,stranded_capex,31426067625.702404
2050,ccs_retrofit_capex,27063298647.764088
2050,pipe_capex,20854234266.220528
2050,blend_upgrade_capex,35502001329.878525
2050,air_retrofit_capex,5450228.2126540635
2050,rebuild_capex,141659019970.7454
2050,slack_penalty,2121239183.9561594
2060,baseline_net_cost,-577024833056.1604
2060,carbon_cost,-1107143163549.4229
2060,coal_savings_credit,-951757994441.0981
2060,energy_penalty_cost,122814031499.58119
2060,ccs_om_cost,32857428990.81684
2060,incremental_om,1621657748810.0828
2060,biomass_cost,1347776894164.8313
2060,ammonia_cost,0.0
2060,water_cost,46396615792.226166
2060,transport_opex,107814328334.94986
2060,storage_cost,39051248922.89734
2060,stranded_capex,603840314.8169154
2060,ccs_retrofit_capex,6845211609.8144455
2060,pipe_capex,10702109785.09945
2060,blend_upgrade_capex,526926134.12208986
2060,air_retrofit_capex,-1.5543122344752192e-06
2060,rebuild_capex,124781304962.52982
2060,slack_penalty,0.0
