water_node_id,province_name,basin_code,longitude,latitude,source,year_basis
WC_0049_0017_D,青海省,D,99.24727547057097,34.65583206112496,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0049_0017_K,青海省,K,98.82831528991599,35.46068730871108,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0049_0018_K,青海省,K,99.10763988705061,37.26892476403201,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0049_0019_D,青海省,D,99.25,38.25,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0049_0019_K,甘肃省,K,98.93165490552083,38.831758063238894,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0049_0020_K,内蒙古自治区,K,98.86723958063529,40.67893925260316,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0049_0021_K,内蒙古自治区,K,98.77975815256347,42.25000000000001,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0010_J,云南省,J,101.15237170054755,21.50821853061574,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0011_J,云南省,J,100.96595587476556,22.940416260760465,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0012_F,云南省,F,101.27155083661955,25.572685690163535,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0012_J,云南省,J,100.74957096062656,24.754224437737346,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0013_F,云南省,F,100.97946838183712,26.920583957265134,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0014_F,四川省,F,101.05202662808854,29.04291945971493,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0015_F,四川省,F,101.05426134997889,30.962034105836892,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0016_D,青海省,D,101.28226623170582,33.62324425654652,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0016_F,青海省,F,100.96131851544915,32.7044881441882,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0017_D,青海省,D,101.06768242106267,34.84036137172847,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0018_D,青海省,D,101.22997693298336,36.989510049031985,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0018_K,青海省,K,100.63904361575209,37.22864034870235,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0019_K,内蒙古自治区,K,100.87169249618432,38.837993065239786,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0020_K,内蒙古自治区,K,100.95457336683243,40.73785551423075,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0050_0021_K,内蒙古自治区,K,101.0161050185996,42.25000000000001,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0011_H,云南省,H,103.25,23.453346148818557,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0011_J,云南省,J,102.9922938135335,22.976458479100707,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0012_F,云南省,F,102.98933975345376,25.477206315026088,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0012_H,云南省,H,103.4135378315473,24.68127306415178,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0012_J,云南省,J,102.24999999999999,24.828740842682052,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0013_F,四川省,F,102.89087540348345,27.04291285643882,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0014_F,四川省,F,103.04739114309305,29.09528952860701,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0015_F,四川省,F,103.10941837595662,30.87478339489407,data/water/*_qtot_*.nc,static_hydrology_grid
WC_0051_0016_D,甘肃省,D,102.59232583947997,33.18582835597729,data/water/*_qtot_*.nc,static_hydrology_grid
