unit_id,plant_site,capacity_mw,commission_year,combustion,cooling_technology,province,latitude,longitude,source,year_basis
G100000103088,华电四川珙县发电厂,600.0,2011,supercritical,recirculating,Sichuan,28.271318,104.668987,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103089,华电四川珙县发电厂,600.0,2011,supercritical,recirculating,Sichuan,28.271318,104.668987,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102047,大唐巩义发电厂,660.0,2019,ultra-supercritical,recirculating,Henan,34.791022,113.10459,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102048,大唐巩义发电厂,660.0,2019,ultra-supercritical,recirculating,Henan,34.791022,113.10459,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103120,中煤进出口公司格瑞特煤矸石综合利用电厂,135.0,2009,subcritical,recirculating,Shanxi,39.413379,112.390271,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103121,中煤进出口公司格瑞特煤矸石综合利用电厂,135.0,2009,subcritical,recirculating,Shanxi,39.413379,112.390271,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103133,华能天津IGCC示范电站,250.0,2012,IGCC,recirculating,Tianjin,38.92504,117.727091,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103142,华电广安发电厂,300.0,1999,subcritical,recirculating,Sichuan,30.5288201,106.8264802,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103143,华电广安发电厂,300.0,2000,subcritical,recirculating,Sichuan,30.5288201,106.8264802,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103144,华电广安发电厂,300.0,2005,subcritical,recirculating,Sichuan,30.5288201,106.8264802,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103145,华电广安发电厂,300.0,2005,subcritical,recirculating,Sichuan,30.5288201,106.8264802,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103146,华电广安发电厂,600.0,2006,supercritical,recirculating,Sichuan,30.5288201,106.8264802,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103147,华电广安发电厂,600.0,2007,supercritical,recirculating,Sichuan,30.5288201,106.8264802,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103148,"粤电靖海发电有限公司, 粤电惠来电厂",600.0,2007,supercritical,once-through,Guangdong,23.0047771,116.5472388,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103149,"粤电靖海发电有限公司, 粤电惠来电厂",600.0,2007,supercritical,once-through,Guangdong,23.0047771,116.5472388,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103150,"粤电靖海发电有限公司, 粤电惠来电厂",1000.0,2013,ultra-supercritical,once-through,Guangdong,23.0047771,116.5472388,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103151,"粤电靖海发电有限公司, 粤电惠来电厂",1000.0,2013,ultra-supercritical,once-through,Guangdong,23.0047771,116.5472388,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115447,"粤电靖海发电有限公司, 粤电惠来电厂",1000.0,2026,ultra-supercritical,once-through,Guangdong,23.0047771,116.5472388,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115448,"粤电靖海发电有限公司, 粤电惠来电厂",1000.0,2026,ultra-supercritical,once-through,Guangdong,23.0047771,116.5472388,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103152,粤电广东惠州平海发电厂,1000.0,2010,ultra-supercritical,once-through,Guangdong,22.6064638,114.741919,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103153,粤电广东惠州平海发电厂,1000.0,2011,ultra-supercritical,once-through,Guangdong,22.6064638,114.741919,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103156,粤电广东珠海金湾发电厂,600.0,2007,supercritical,once-through,Guangdong,21.9691742,113.1797281,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103157,粤电广东珠海金湾发电厂,600.0,2007,supercritical,once-through,Guangdong,21.9691742,113.1797281,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000108977,"沙角C厂替代(Unit 1 and Unit 2), 东莞谢岗天然气发电项目（Unit 1 and Unit 2), 谢岗沙角C 电厂替代调峰项目, 深圳沙角电厂",660.0,1995,subcritical,once-through,Guangdong,22.7482182,113.6807165,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000108978,"沙角C厂替代(Unit 1 and Unit 2), 东莞谢岗天然气发电项目（Unit 1 and Unit 2), 谢岗沙角C 电厂替代调峰项目, 深圳沙角电厂",660.0,1996,subcritical,once-through,Guangdong,22.7482182,113.6807165,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000108979,"沙角C厂替代(Unit 1 and Unit 2), 东莞谢岗天然气发电项目（Unit 1 and Unit 2), 谢岗沙角C 电厂替代调峰项目, 深圳沙角电厂",660.0,1996,subcritical,once-through,Guangdong,22.7482182,113.6807165,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103158,粤电粤江发电公司韶关发电厂,330.0,2005,subcritical,once-through,Guangdong,24.5856562,113.5828829,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103159,粤电粤江发电公司韶关发电厂,330.0,2005,subcritical,once-through,Guangdong,24.5856562,113.5828829,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103160,粤电粤江发电公司韶关发电厂,600.0,2014,ultra-supercritical,recirculating,Guangdong,24.682,113.605,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103161,粤电粤江发电公司韶关发电厂,600.0,2015,ultra-supercritical,recirculating,Guangdong,24.682,113.605,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000101479,华润电力西江发电厂,660.0,2025,ultra-supercritical,once-through,Guangdong,23.122008,112.279415,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000101480,华润电力西江发电厂,660.0,2023,ultra-supercritical,once-through,Guangdong,23.122008,112.279415,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103301,"肇庆大旺热电联产项目, 国能肇庆电厂二期（2-1，2-2）",350.0,2013,supercritical,once-through,Guangdong,23.3006449,112.8563297,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103302,"肇庆大旺热电联产项目, 国能肇庆电厂二期（2-1，2-2）",350.0,2013,supercritical,once-through,Guangdong,23.3006449,112.8563297,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103164,粤海控股中山火电厂,300.0,2016,subcritical,once-through,Guangdong,22.696143,113.320048,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103165,粤海控股中山火电厂,300.0,2016,subcritical,once-through,Guangdong,22.696143,113.320048,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000107992,中铝广西分公司华磊新材料有限公司热电厂,350.0,2017,supercritical,once-through,Guangxi,23.339675,107.494148,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000107993,中铝广西分公司华磊新材料有限公司热电厂,350.0,2017,supercritical,once-through,Guangxi,23.339675,107.494148,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000107994,中铝广西分公司华磊新材料有限公司热电厂,350.0,2018,supercritical,once-through,Guangxi,23.339675,107.494148,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103168,神华国华广投柳州发电厂,350.0,2016,supercritical,once-through,Guangxi,24.4560027,109.6934879,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103169,神华国华广投柳州发电厂,350.0,2016,supercritical,once-through,Guangxi,24.4560027,109.6934879,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115701,广西三江口新区热电联产,50.0,2024,CFB,recirculating,Guangxi,23.67208,109.540973,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115702,广西三江口新区热电联产,50.0,2024,CFB,recirculating,Guangxi,23.67208,109.540973,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115703,广西三江口新区热电联产,50.0,2024,CFB,recirculating,Guangxi,23.67208,109.540973,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103172,中电广州荔新电厂,330.0,2012,subcritical,recirculating,Guangdong,23.0942,113.564997,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103173,中电广州荔新电厂,330.0,2012,subcritical,recirculating,Guangdong,23.0942,113.564997,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103175,华润电力广州南沙热电,300.0,2009,subcritical,recirculating,Guangdong,22.862591,113.522907,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103176,华润电力广州南沙热电,300.0,2009,subcritical,recirculating,Guangdong,22.862591,113.522907,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115255,广州造纸集团自备热电厂,50.0,2011,CFB,recirculating,Guangdong,22.7412588,113.5086763,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103177,中石化广州石化动力厂,100.0,2007,subcritical,once-through,Guangdong,23.1197487,113.4691318,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103178,中石化广州石化动力厂,100.0,2007,subcritical,once-through,Guangdong,23.1197487,113.4691318,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103190,广州发展集团珠江发电厂,320.0,1997,subcritical,once-through,Guangdong,22.81482,113.56777,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103191,广州发展集团珠江发电厂,320.0,1997,subcritical,once-through,Guangdong,22.81482,113.56777,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102941,甘肃电投常乐发电厂,1000.0,2020,ultra-supercritical,recirculating,Gansu,40.6599,96.513,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102942,甘肃电投常乐发电厂,1000.0,2020,ultra-supercritical,recirculating,Gansu,40.6599,96.513,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102943,甘肃电投常乐发电厂,1000.0,2023,ultra-supercritical,recirculating,Gansu,40.6599,96.513,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102944,甘肃电投常乐发电厂,1000.0,2023,ultra-supercritical,recirculating,Gansu,40.6599,96.513,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115812,甘肃电投常乐发电厂,1000.0,2025,ultra-supercritical,recirculating,Gansu,40.6599,96.513,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115813,甘肃电投常乐发电厂,1000.0,2025,ultra-supercritical,recirculating,Gansu,40.6599,96.513,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113298,桂东电力贺州电厂,350.0,2021,supercritical,once-through,Guangxi,23.985332,111.693474,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113299,桂东电力贺州电厂,350.0,2021,supercritical,once-through,Guangxi,23.985332,111.693474,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104033,华电贵港发电厂,600.0,2007,supercritical,once-through,Guangxi,23.1119444,109.7658333,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104034,华电贵港发电厂,600.0,2007,supercritical,once-through,Guangxi,23.1119444,109.7658333,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103203,国家电投贵溪发电厂,300.0,2005,subcritical,recirculating,Jiangxi,28.28914,117.2235,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103204,国家电投贵溪发电厂,300.0,2006,subcritical,recirculating,Jiangxi,28.28914,117.2235,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103205,国家电投贵溪发电厂,640.0,2012,supercritical,recirculating,Jiangxi,28.28914,117.2235,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103206,国家电投贵溪发电厂,640.0,2011,supercritical,recirculating,Jiangxi,28.28914,117.2235,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103216,华电大龙发电厂,300.0,2006,subcritical,recirculating,Guizhou,27.2955618,109.0147136,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103217,华电大龙发电厂,300.0,2006,subcritical,recirculating,Guizhou,27.2955618,109.0147136,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103218,大唐贵州发耳发电厂,600.0,2007,subcritical,recirculating,Guizhou,26.3259319,104.7705622,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103219,大唐贵州发耳发电厂,600.0,2009,subcritical,recirculating,Guizhou,26.3259319,104.7705622,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103220,大唐贵州发耳发电厂,600.0,2009,subcritical,recirculating,Guizhou,26.3259319,104.7705622,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103221,大唐贵州发耳发电厂,600.0,2010,subcritical,recirculating,Guizhou,26.3259319,104.7705622,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115603,古交市日月热电,50.0,2011,subcritical,recirculating,Shanxi,37.931204,112.093168,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115326,古雷石化基地热电联产南部,65.0,2025,subcritical,recirculating,Fujian,23.821626,117.602719,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115327,古雷石化基地热电联产南部,65.0,2026,CFB,recirculating,Fujian,23.821626,117.602719,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115328,古雷石化基地热电联产南部,75.0,2026,subcritical,recirculating,Fujian,23.821626,117.602719,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115329,古雷石化基地热电联产南部,75.0,2026,subcritical,recirculating,Fujian,23.821626,117.602719,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115206,古雷炼化一体化项目自备电厂,30.0,2021,subcritical,recirculating,Fujian,23.821626,117.602719,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115207,古雷炼化一体化项目自备电厂,30.0,2022,subcritical,recirculating,Fujian,23.821626,117.602719,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115208,古雷炼化一体化项目自备电厂,30.0,2022,subcritical,recirculating,Fujian,23.821626,117.602719,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103257,"国电宝鸡第二发电厂, 大唐宝鸡发电有限责任公司5、6号机组",300.0,1998,subcritical,Air,Shaanxi,34.4980333,107.2181511,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103258,"国电宝鸡第二发电厂, 大唐宝鸡发电有限责任公司5、6号机组",300.0,1999,subcritical,Air,Shaanxi,34.4980333,107.2181511,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103259,"国电宝鸡第二发电厂, 大唐宝鸡发电有限责任公司5、6号机组",300.0,2000,subcritical,Air,Shaanxi,34.4980333,107.2181511,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103260,"国电宝鸡第二发电厂, 大唐宝鸡发电有限责任公司5、6号机组",300.0,2001,subcritical,Air,Shaanxi,34.4980333,107.2181511,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103261,"国电宝鸡第二发电厂, 大唐宝鸡发电有限责任公司5、6号机组",660.0,2011,supercritical,Air,Shaanxi,34.4980333,107.2181511,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103262,"国电宝鸡第二发电厂, 大唐宝鸡发电有限责任公司5、6号机组",660.0,2011,supercritical,Air,Shaanxi,34.4980333,107.2181511,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103275,国电吉林龙华长春热电一厂,350.0,2011,supercritical,recirculating,Jilin,44.008437,125.304522,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103276,国电吉林龙华长春热电一厂,350.0,2012,supercritical,recirculating,Jilin,44.008437,125.304522,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103284,国电徐矿哈密煤电开发公司大南湖发电厂,660.0,2016,ultra-supercritical,recirculating,Xinjiang,42.320246,93.191405,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103285,国电徐矿哈密煤电开发公司大南湖发电厂,660.0,2016,ultra-supercritical,recirculating,Xinjiang,42.320246,93.191405,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103295,国电费县发电厂,650.0,2007,supercritical,once-through,Shandong,35.3188721,117.905724,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103296,国电费县发电厂,650.0,2007,supercritical,once-through,Shandong,35.3188721,117.905724,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103338,国电九江发电厂,350.0,2002,subcritical,once-through,Jiangxi,29.74097,116.0345078,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103339,国电九江发电厂,350.0,2003,subcritical,once-through,Jiangxi,29.74097,116.0345078,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103340,国电九江发电厂,660.0,2012,ultra-supercritical,once-through,Jiangxi,29.74097,116.0345078,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103352,国电库车发电厂,300.0,2012,subcritical,recirculating,Xinjiang,41.73815,82.88791,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103353,国电库车发电厂,300.0,2013,subcritical,recirculating,Xinjiang,41.73815,82.88791,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103354,国电华北电力廊坊热电厂,350.0,2016,supercritical,recirculating,Hebei,39.4787099,116.7688474,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103355,国电华北电力廊坊热电厂,350.0,2016,supercritical,recirculating,Hebei,39.4787099,116.7688474,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000114989,国电华北电力廊坊热电厂,350.0,2026,supercritical,recirculating,Hebei,39.4787099,116.7688474,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000114990,国电华北电力廊坊热电厂,350.0,2026,supercritical,recirculating,Hebei,39.4787099,116.7688474,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112653,国电聊城发电厂,650.0,2008,supercritical,recirculating,Shandong,36.4910141,115.8287929,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112654,国电聊城发电厂,650.0,2009,supercritical,recirculating,Shandong,36.4910141,115.8287929,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103371,国能蓬莱发电厂,300.0,2006,subcritical,once-through,Shandong,37.754722,120.594444,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103372,国能蓬莱发电厂,300.0,2006,subcritical,once-through,Shandong,37.754722,120.594444,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103390,国电泰安热电,350.0,2015,supercritical,recirculating,Shandong,36.0764012,117.1369064,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103391,国电泰安热电,350.0,2015,supercritical,recirculating,Shandong,36.0764012,117.1369064,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000111685,国电织金发电厂,660.0,2016,supercritical,recirculating,Guizhou,26.832824,105.818927,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000111686,国电织金发电厂,660.0,2016,supercritical,recirculating,Guizhou,26.832824,105.818927,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103441,国电建投内蒙古能源公司长滩发电厂,660.0,2023,ultra-supercritical,Air,Inner Mongolia,39.544153,111.363209,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103442,国电建投内蒙古能源公司长滩发电厂,660.0,2023,ultra-supercritical,Air,Inner Mongolia,39.542966,111.362297,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103449,神华国华寿光发电厂,1000.0,2016,ultra-supercritical,recirculating,Shandong,37.269686,118.906738,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103450,神华国华寿光发电厂,1000.0,2016,ultra-supercritical,recirculating,Shandong,37.269686,118.906738,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103451,神华国华太仓发电厂,630.0,2005,supercritical,once-through,Jiangsu,31.587726,121.256291,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103452,神华国华太仓发电厂,630.0,2006,supercritical,once-through,Jiangsu,31.587726,121.256291,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103463,神华国华徐州发电厂,1000.0,2011,ultra-supercritical,once-through,Jiangsu,34.395144,117.259705,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103471,神华国华徐州发电厂,1000.0,2011,ultra-supercritical,once-through,Jiangsu,34.395144,117.259705,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103474,神华国华舟山发电公司,300.0,2010,subcritical,recirculating,Zhejiang,30.103996,122.184817,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103475,神华国华舟山发电公司,350.0,2014,supercritical,once-through,Zhejiang,30.103996,122.184817,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113330,神华国华舟山发电公司,660.0,2024,ultra-supercritical,once-through,Zhejiang,30.103996,122.184817,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113331,神华国华舟山发电公司,660.0,2024,ultra-supercritical,once-through,Zhejiang,30.103996,122.184817,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103384,国电电力内蒙古上海庙发电厂,1000.0,2021,ultra-supercritical,Air,Inner Mongolia,38.309587,106.679378,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103385,国电电力内蒙古上海庙发电厂,1000.0,2022,ultra-supercritical,Air,Inner Mongolia,38.309587,106.679378,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103478,国电电力内蒙古上海庙发电厂,1000.0,2022,ultra-supercritical,Air,Inner Mongolia,38.309587,106.679378,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103479,国电电力内蒙古上海庙发电厂,1000.0,2023,ultra-supercritical,Air,Inner Mongolia,38.309587,106.679378,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000109657,国能长源电力随州发电厂,660.0,2023,supercritical,once-through,Hubei,31.640073,113.522017,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000109658,国能长源电力随州发电厂,660.0,2023,supercritical,once-through,Hubei,31.640073,113.522017,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000109207,国能岳阳电厂,1000.0,2023,ultra-supercritical,once-through,Hunan,29.6129835,112.754572,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000109208,国能岳阳电厂,1000.0,2023,ultra-supercritical,once-through,Hunan,29.6129835,112.754572,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100001000209,国神公司博州2×66万千瓦煤电项目,660.0,2026,ultra-supercritical,recirculating,Inner Mongolia,44.8653203,82.0605123,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100001000210,国神公司博州2×66万千瓦煤电项目,660.0,2026,ultra-supercritical,recirculating,Inner Mongolia,44.8653203,82.0605123,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113887,新疆国泰新华矿业股份公司煤基精细化工自备电厂,350.0,2019,supercritical,recirculating,Xinjiang,44.6951246,89.0690716,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113888,新疆国泰新华矿业股份公司煤基精细化工自备电厂,350.0,2018,supercritical,recirculating,Xinjiang,44.6951246,89.0690716,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000105082,江苏国信靖江发电厂,660.0,2013,ultra-supercritical,once-through,Jiangsu,32.030487,120.383144,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000105083,江苏国信靖江发电厂,660.0,2014,ultra-supercritical,once-through,Jiangsu,32.030487,120.383144,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115653,江苏国信靖江发电厂,1000.0,2026,ultra-supercritical,once-through,Jiangsu,32.030487,120.383144,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115654,江苏国信靖江发电厂,1000.0,2026,ultra-supercritical,once-through,Jiangsu,32.030487,120.383144,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100001000661,国信启东热电有限公司,30.0,2026,CFB,recirculating,Jiangsu,31.80206,121.56304,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000111309,"国信扬电三期2×100万千瓦扩建项目, 江苏国信扬州发电厂",630.0,1998,subcritical,once-through,Jiangsu,32.267778,119.419444,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000111310,"国信扬电三期2×100万千瓦扩建项目, 江苏国信扬州发电厂",630.0,1998,subcritical,once-through,Jiangsu,32.267778,119.419444,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000111311,"国信扬电三期2×100万千瓦扩建项目, 江苏国信扬州发电厂",600.0,2006,supercritical,recirculating,Jiangsu,32.267778,119.419444,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000111312,"国信扬电三期2×100万千瓦扩建项目, 江苏国信扬州发电厂",600.0,2007,supercritical,recirculating,Jiangsu,32.267778,119.419444,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103507,蒙能包头固阳金山热电厂,350.0,2019,supercritical,recirculating,Inner Mongolia,40.963132,110.086384,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103508,蒙能包头固阳金山热电厂,350.0,2019,supercritical,recirculating,Inner Mongolia,40.963132,110.086384,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104545,华能北方联合电力海勃湾发电厂,200.0,2003,subcritical,Air,Inner Mongolia,39.317392,106.865033,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104546,华能北方联合电力海勃湾发电厂,200.0,2003,subcritical,Air,Inner Mongolia,39.317392,106.865033,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104547,华能北方联合电力海勃湾发电厂,330.0,2005,subcritical,Air,Inner Mongolia,39.317392,106.865033,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104548,华能北方联合电力海勃湾发电厂,330.0,2005,subcritical,Air,Inner Mongolia,39.317392,106.865033,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112821,宜宾海丰和锐自备电厂,55.0,2012,subcritical,recirculating,Sichuan,28.716046,105.139862,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112822,宜宾海丰和锐自备电厂,55.0,2012,subcritical,recirculating,Sichuan,28.716046,105.139862,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112823,宜宾海丰和锐自备电厂,55.0,2012,subcritical,recirculating,Sichuan,28.716046,105.139862,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104460,华能呼伦贝尔能源开发安泰海拉尔热电厂,200.0,2009,subcritical,recirculating,Inner Mongolia,49.592054,117.408996,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104461,华能呼伦贝尔能源开发安泰海拉尔热电厂,200.0,2009,subcritical,recirculating,Inner Mongolia,49.592054,117.408996,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104365,华能汕头海门电厂,1036.0,2009,ultra-supercritical,once-through,Guangdong,23.1899,116.6548,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104366,华能汕头海门电厂,1036.0,2010,ultra-supercritical,once-through,Guangdong,23.1899,116.6548,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104367,华能汕头海门电厂,1036.0,2013,ultra-supercritical,once-through,Guangdong,23.1899,116.6548,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104368,华能汕头海门电厂,1036.0,2013,ultra-supercritical,once-through,Guangdong,23.1899,116.6548,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000114746,华能汕头海门电厂,1036.0,2026,ultra-supercritical,once-through,Guangdong,23.1899,116.6548,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000114747,华能汕头海门电厂,1036.0,2027,ultra-supercritical,once-through,Guangdong,23.1899,116.6548,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104369,华能海南东方发电厂,350.0,2009,supercritical,once-through,Hainan,19.04996,108.63618,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104370,华能海南东方发电厂,350.0,2009,supercritical,once-through,Hainan,19.04996,108.63618,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104371,华能海南东方发电厂,350.0,2012,supercritical,once-through,Hainan,19.04996,108.63618,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104372,华能海南东方发电厂,350.0,2012,supercritical,once-through,Hainan,19.04996,108.63618,GEM_with_Cooling_Technology_July2025.xlsx,2025
