unit_id,plant_site,capacity_mw,commission_year,combustion,cooling_technology,province,latitude,longitude,source,year_basis
G100000100098,浙能新疆阿克苏纺织工业城热电厂,350.0,2016,supercritical,recirculating,Xinjiang,41.154153,80.399732,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100099,浙能新疆阿克苏纺织工业城热电厂,350.0,2017,supercritical,recirculating,Xinjiang,41.154153,80.399732,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100108,徐矿集团新疆阿克苏电厂,200.0,2011,subcritical,recirculating,Xinjiang,41.078773,80.16948,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100109,徐矿集团新疆阿克苏电厂,200.0,2011,subcritical,recirculating,Xinjiang,41.078773,80.16948,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113040,鑫玛热电集团安达热电,50.0,2014,subcritical,recirculating,Heilongjiang,46.399604,125.298159,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113041,鑫玛热电集团安达热电,50.0,2014,subcritical,recirculating,Heilongjiang,46.399604,125.298159,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100238,国电蚌埠发电厂,630.0,2008,supercritical,recirculating,Anhui,32.78444,117.11472,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100239,国电蚌埠发电厂,630.0,2009,supercritical,recirculating,Anhui,32.78444,117.11472,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100236,国电蚌埠发电厂,660.0,2018,ultra-supercritical,recirculating,Anhui,32.78444,117.11472,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100237,国电蚌埠发电厂,660.0,2018,ultra-supercritical,recirculating,Anhui,32.78444,117.11472,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113322,"淮南矿业潘集电厂, 淮河能源潘集电厂2×660兆瓦二期项目",660.0,2022,ultra-supercritical,recirculating,Anhui,32.76917,116.759595,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113323,"淮南矿业潘集电厂, 淮河能源潘集电厂2×660兆瓦二期项目",660.0,2023,ultra-supercritical,recirculating,Anhui,32.76917,116.759595,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115310,"淮南矿业潘集电厂, 淮河能源潘集电厂2×660兆瓦二期项目",660.0,2025,ultra-supercritical,recirculating,Anhui,32.76917,116.759595,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115311,"淮南矿业潘集电厂, 淮河能源潘集电厂2×660兆瓦二期项目",660.0,2025,ultra-supercritical,recirculating,Anhui,32.76917,116.759595,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102000,大唐淮南田家庵发电厂,320.0,1996,subcritical,once-through,Anhui,32.6699252,117.0253207,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102001,大唐淮南田家庵发电厂,320.0,2005,subcritical,once-through,Anhui,32.6699252,117.0253207,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115509,安徽怀宁经济开发区热电联产,30.0,2023,CFB,recirculating,Anhui,30.757948,116.800461,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115510,安徽怀宁经济开发区热电联产,30.0,2023,CFB,recirculating,Anhui,30.757948,116.800461,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100240,淮北矿业华塑自备热电厂,300.0,2012,subcritical,recirculating,Anhui,32.584793,117.253237,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100241,淮北矿业华塑自备热电厂,300.0,2012,subcritical,recirculating,Anhui,32.584793,117.253237,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100245,中煤宣城发电厂,660.0,2008,ultra-supercritical,once-through,Anhui,30.86956,118.865,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100242,中煤宣城发电厂,660.0,2015,ultra-supercritical,recirculating,Anhui,30.86956,118.865,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000109122,神华神皖安庆皖江发电厂,320.0,2005,subcritical,once-through,Anhui,30.541,117.1717,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000109123,神华神皖安庆皖江发电厂,320.0,2005,subcritical,once-through,Anhui,30.541,117.1717,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100234,神华神皖安庆皖江发电厂,1000.0,2015,ultra-supercritical,once-through,Anhui,30.541,117.1717,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100235,神华神皖安庆皖江发电厂,1000.0,2015,ultra-supercritical,once-through,Anhui,30.541,117.1717,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115312,神华神皖安庆皖江发电厂,1000.0,2026,ultra-supercritical,once-through,Anhui,30.541,117.1717,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115313,神华神皖安庆皖江发电厂,1000.0,2026,ultra-supercritical,once-through,Anhui,30.541,117.1717,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112157,鞍钢第二发电厂,125.0,1973,subcritical,recirculating,Liaoning,41.132976,122.965756,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103249,国电安顺电厂,300.0,1998,subcritical,once-through,Guizhou,26.2196442,105.6872535,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103250,国电安顺电厂,300.0,1998,subcritical,once-through,Guizhou,26.2196442,105.6872535,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103251,国电安顺电厂,300.0,2003,subcritical,recirculating,Guizhou,26.2196442,105.6872535,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103252,国电安顺电厂,300.0,2003,subcritical,recirculating,Guizhou,26.2196442,105.6872535,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100274,中煤平朔安太堡低热值煤热电厂,350.0,2025,supercritical,Air,Shanxi,39.471256,112.33074,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100275,中煤平朔安太堡低热值煤热电厂,350.0,2025,supercritical,Air,Shanxi,39.471256,112.33074,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100286,重庆能源集团松藻煤电公司安稳电厂,660.0,2016,supercritical,recirculating,Chongqing,28.641111,106.753056,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100287,重庆能源集团松藻煤电公司安稳电厂,660.0,2017,supercritical,recirculating,Chongqing,28.641111,106.753056,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102004,大唐安阳发电厂,300.0,2008,subcritical,recirculating,Henan,36.1197548,114.2758372,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102003,大唐安阳发电厂,320.0,1998,subcritical,recirculating,Henan,36.1197548,114.2758372,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102005,大唐安阳发电厂,300.0,2008,subcritical,recirculating,Henan,36.1197548,114.2758372,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102002,大唐安阳发电厂,320.0,1997,subcritical,recirculating,Henan,36.1197548,114.2758372,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104253,华能安源发电厂,660.0,2015,ultra-supercritical,recirculating,Jiangxi,27.641968,114.005752,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104254,华能安源发电厂,660.0,2015,ultra-supercritical,recirculating,Jiangxi,27.641968,114.005752,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113547,陕西奥维乾元化工公司自备电厂,50.0,2012,subcritical,recirculating,Shaanxi,39.250733,111.143003,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113548,陕西奥维乾元化工公司自备电厂,50.0,2012,subcritical,recirculating,Shaanxi,39.250733,111.143003,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100300,金光集团镇江金东纸业自备电厂,50.0,1998,subcritical,recirculating,Jiangsu,32.194585,119.699653,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100299,金光集团镇江金东纸业自备电厂,80.0,1998,subcritical,recirculating,Jiangsu,32.194408,119.699773,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100298,金光集团镇江金东纸业自备电厂,80.0,1999,subcritical,recirculating,Jiangsu,32.194408,119.699773,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112758,金光集团镇江金东纸业自备电厂,80.0,2005,subcritical,recirculating,Jiangsu,32.194408,119.699773,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113080,新疆阿拉尔市新沪热电,50.0,2008,subcritical,recirculating,Xinjiang,40.5894333,81.1954343,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100305,新疆阿拉尔市新沪热电,50.0,2008,subcritical,recirculating,Xinjiang,40.5894333,81.1954343,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000111161,新疆阿拉尔市新沪热电,350.0,2014,supercritical,recirculating,Xinjiang,40.5894333,81.1954343,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000111162,新疆阿拉尔市新沪热电,350.0,2014,supercritical,recirculating,Xinjiang,40.5894333,81.1954343,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115276,山东亚太森博浆纸有限公司热电项目,82.0,2010,subcritical,recirculating,Shandong,35.374797,119.50857,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100436,百矿集团煤电铝一体化项目自备电厂,350.0,2015,supercritical,once-through,Guangxi,23.78636,106.8202,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100437,百矿集团煤电铝一体化项目自备电厂,350.0,2015,supercritical,once-through,Guangxi,23.78636,106.8202,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113105,百矿集团田东电厂,135.0,2004,subcritical,recirculating,Guangxi,23.629647,107.024096,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113106,百矿集团田东电厂,135.0,2005,subcritical,recirculating,Guangxi,23.629647,107.024096,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100434,"百色百矿发电有限公司, 百矿集团银海发电公司田阳电厂",150.0,2007,subcritical,once-through,Guangxi,23.7849583,106.8202878,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100435,"百色百矿发电有限公司, 百矿集团银海发电公司田阳电厂",150.0,2007,subcritical,once-through,Guangxi,23.7849583,106.8202878,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113740,"白涛工业园区1×350MW燃煤热电联产项目, 重庆化医集团建峰工业集团白涛热电",50.0,2012,subcritical,recirculating,Chongqing,29.592942,107.55123,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113741,"白涛工业园区1×350MW燃煤热电联产项目, 重庆化医集团建峰工业集团白涛热电",50.0,2012,subcritical,recirculating,Chongqing,29.592942,107.55123,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000114922,"白涛工业园区1×350MW燃煤热电联产项目, 重庆化医集团建峰工业集团白涛热电",60.0,2024,CFB,recirculating,Chongqing,29.592942,107.55123,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000114923,"白涛工业园区1×350MW燃煤热电联产项目, 重庆化医集团建峰工业集团白涛热电",60.0,2024,CFB,recirculating,Chongqing,29.592942,107.55123,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115320,白涛化工园区热岛中心,50.0,2006,CFB,recirculating,Chongqing,29.585551,107.516544,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115321,白涛化工园区热岛中心,50.0,2006,CFB,recirculating,Chongqing,29.585551,107.516544,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100443,华能白杨河电厂,300.0,2009,subcritical,once-through,Shandong,36.471944,117.8425,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100444,华能白杨河电厂,300.0,2009,subcritical,once-through,Shandong,36.471944,117.8425,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000101726,国家电投内蒙能源白音华工业园自备电厂,350.0,2022,supercritical,Air,Inner Mongolia,44.7973,118.5118,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000101727,国家电投内蒙能源白音华工业园自备电厂,350.0,2022,supercritical,Air,Inner Mongolia,44.7973,118.5118,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000109099,神华保德神东发电厂,135.0,2006,subcritical,recirculating,Shanxi,38.944312,111.10369,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000109100,神华保德神东发电厂,135.0,2006,subcritical,recirculating,Shanxi,38.944312,111.10369,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112936,大唐保定热电厂,350.0,2023,supercritical,recirculating,Hebei,38.859647,115.405195,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112937,大唐保定热电厂,350.0,2024,supercritical,recirculating,Hebei,38.859647,115.405195,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102006,大唐保定热电厂,200.0,2008,subcritical,recirculating,Hebei,38.859647,115.405195,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000102007,大唐保定热电厂,200.0,2008,subcritical,recirculating,Hebei,38.859647,115.405195,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115827,深能保定发电厂,660.0,2025,ultra-supercritical,recirculating,Hebei,38.961835,115.36719,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100549,深能保定发电厂,350.0,2017,supercritical,recirculating,Hebei,38.961835,115.36719,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100550,深能保定发电厂,350.0,2018,supercritical,recirculating,Hebei,38.961835,115.36719,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100001000504,"宝山钢铁股份有限公司自备电厂, 宝钢集团自备电厂",650.0,2025,ultra-supercritical,once-through,Shanghai,31.4421661,121.4355767,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100001000505,"宝山钢铁股份有限公司自备电厂, 宝钢集团自备电厂",650.0,2025,ultra-supercritical,once-through,Shanghai,31.4421661,121.4355767,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100556,"宝山钢铁股份有限公司自备电厂, 宝钢集团自备电厂",350.0,1980,subcritical,once-through,Shanghai,31.4421661,121.4355767,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100557,"宝山钢铁股份有限公司自备电厂, 宝钢集团自备电厂",350.0,1980,subcritical,once-through,Shanghai,31.4421661,121.4355767,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100558,"宝山钢铁股份有限公司自备电厂, 宝钢集团自备电厂",350.0,1998,subcritical,once-through,Shanghai,31.4421661,121.4355767,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100561,"宝塔石化奎山宝塔热电联产项目, 奎屯—独山子经济技术开发区新疆金建电力能源有限责任公司2×350MW热电联产项目",350.0,2026,subcritical,recirculating,Xinjiang,44.362683,84.965879,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100562,"宝塔石化奎山宝塔热电联产项目, 奎屯—独山子经济技术开发区新疆金建电力能源有限责任公司2×350MW热电联产项目",350.0,2026,subcritical,recirculating,Xinjiang,44.362683,84.965879,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112057,中铝包头铝业自备热电厂,330.0,2014,subcritical,Air,Inner Mongolia,40.557202,110.148382,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112058,中铝包头铝业自备热电厂,330.0,2014,subcritical,Air,Inner Mongolia,40.557202,110.148382,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112059,中铝包头铝业自备热电厂,350.0,2017,supercritical,recirculating,Inner Mongolia,40.557202,110.148382,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112060,中铝包头铝业自备热电厂,350.0,2017,supercritical,recirculating,Inner Mongolia,40.557202,110.148382,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112061,中铝包头铝业自备热电厂,350.0,2017,supercritical,recirculating,Inner Mongolia,40.557202,110.148382,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112062,华电包头东华热电厂,320.0,2005,subcritical,Air,Inner Mongolia,40.578889,110.073611,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112063,华电包头东华热电厂,320.0,2005,subcritical,Air,Inner Mongolia,40.578889,110.073611,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112064,东方希望包头稀土铝业自备电厂,155.0,2003,subcritical,Air,Inner Mongolia,40.595308,109.782198,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112065,东方希望包头稀土铝业自备电厂,155.0,2003,subcritical,Air,Inner Mongolia,40.595308,109.782198,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112066,东方希望包头稀土铝业自备电厂,155.0,2003,subcritical,Air,Inner Mongolia,40.595308,109.782198,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112067,东方希望包头稀土铝业自备电厂,155.0,2003,subcritical,Air,Inner Mongolia,40.595308,109.782198,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112068,东方希望包头稀土铝业自备电厂,350.0,2003,subcritical,Air,Inner Mongolia,40.595308,109.782198,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000112069,东方希望包头稀土铝业自备电厂,350.0,2003,subcritical,Air,Inner Mongolia,40.595308,109.782198,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100567,华电包头发电厂,600.0,2006,subcritical,recirculating,Inner Mongolia,40.5701785,109.7897806,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100568,华电包头发电厂,600.0,2006,subcritical,recirculating,Inner Mongolia,40.5701785,109.7897806,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100569,神华包头煤化工公司煤制烯烃自备电厂,100.0,2009,subcritical,recirculating,Inner Mongolia,40.608149,109.636772,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100570,神华包头煤化工公司煤制烯烃自备电厂,100.0,2009,subcritical,recirculating,Inner Mongolia,40.608149,109.636772,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100571,神华包头煤化工公司煤制烯烃自备电厂,100.0,2009,subcritical,recirculating,Inner Mongolia,40.608149,109.636772,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100572,神华包头煤化工公司煤制烯烃自备电厂,100.0,2009,subcritical,recirculating,Inner Mongolia,40.608149,109.636772,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100573,神华包头煤化工公司煤制烯烃自备电厂,100.0,2009,subcritical,recirculating,Inner Mongolia,40.608149,109.636772,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100574,神华包头煤化工公司煤制烯烃自备电厂,100.0,2009,subcritical,recirculating,Inner Mongolia,40.608149,109.636772,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100575,包钢三峰稀土公司自备电厂,50.0,1996,subcritical,recirculating,Inner Mongolia,40.660367,109.759561,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100576,包钢三峰稀土公司自备电厂,50.0,1996,subcritical,recirculating,Inner Mongolia,40.660367,109.759561,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115224,包头市山晟自备电厂,50.0,2009,subcritical,recirculating,Inner Mongolia,40.584375,110.623152,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115225,包头市山晟自备电厂,50.0,2009,subcritical,recirculating,Inner Mongolia,40.584375,110.623152,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100577,"包钢股份余压余气节能减排CCPP项目, 包钢自备电厂",100.0,2001,subcritical,recirculating,Inner Mongolia,40.660739,109.757962,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100578,"包钢股份余压余气节能减排CCPP项目, 包钢自备电厂",100.0,2001,subcritical,recirculating,Inner Mongolia,40.660739,109.757962,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113247,华能北方联合电力包头第一热电厂,300.0,2007,subcritical,recirculating,Inner Mongolia,40.656667,109.6575,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113784,华能北方联合电力包头第一热电厂,300.0,2008,subcritical,recirculating,Inner Mongolia,40.656667,109.6575,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104264,华能北方联合电力包头第一热电厂,125.0,2005,subcritical,recirculating,Inner Mongolia,40.656667,109.6575,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104265,华能北方联合电力包头第一热电厂,125.0,2005,subcritical,recirculating,Inner Mongolia,40.656667,109.6575,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104267,华能北方联合电力包头第二热电厂,200.0,2004,subcritical,recirculating,Inner Mongolia,40.6771134,109.8912808,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104268,华能北方联合电力包头第二热电厂,300.0,2006,subcritical,recirculating,Inner Mongolia,40.6771134,109.8912808,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104269,华能北方联合电力包头第二热电厂,300.0,2007,subcritical,recirculating,Inner Mongolia,40.6771134,109.8912808,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104266,华能北方联合电力包头第二热电厂,200.0,2004,subcritical,recirculating,Inner Mongolia,40.6771134,109.8912808,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104275,华能北方联合电力包头第三热电厂,300.0,2007,subcritical,recirculating,Inner Mongolia,40.6242463,110.0027892,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000104276,华能北方联合电力包头第三热电厂,300.0,2007,subcritical,recirculating,Inner Mongolia,40.6242463,110.0027892,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100579,大唐灞桥热电厂,125.0,2003,subcritical,recirculating,Shaanxi,34.285136,109.0502778,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100580,大唐灞桥热电厂,125.0,2003,subcritical,recirculating,Shaanxi,34.285136,109.0502778,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100581,大唐灞桥热电厂,300.0,2008,subcritical,Air,Shaanxi,34.285136,109.0502778,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100582,大唐灞桥热电厂,300.0,2008,subcritical,Air,Shaanxi,34.285136,109.0502778,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100670,哈伦能源巴彦浩特热电联产项目,330.0,2016,subcritical,Air,Inner Mongolia,38.814811,105.723164,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100671,哈伦能源巴彦浩特热电联产项目,330.0,2017,subcritical,Air,Inner Mongolia,38.814811,105.723164,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100672,华电白音华金山电厂,600.0,2010,subcritical,Air,Inner Mongolia,44.9315393,118.7082624,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100673,华电白音华金山电厂,600.0,2010,subcritical,Air,Inner Mongolia,44.9315393,118.7082624,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100674,华电白音华金山电厂,660.0,2026,ultra-supercritical,Air,Inner Mongolia,44.9315393,118.7082624,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100675,华电白音华金山电厂,660.0,2027,ultra-supercritical,Air,Inner Mongolia,44.9315393,118.7082624,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100676,枣矿集团八一热电水煤浆煤矸石发电项目,350.0,2018,subcritical,recirculating,Shandong,34.828388,117.27105,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100693,"国电北安热电厂, 国能北安2×350MW热电联产扩建工程",50.0,1997,subcritical,recirculating,Heilongjiang,48.2323268,126.5290168,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100694,"国电北安热电厂, 国能北安2×350MW热电联产扩建工程",50.0,1997,subcritical,recirculating,Heilongjiang,48.2323268,126.5290168,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100697,广西投资集团北海发电厂,320.0,2004,subcritical,once-through,Guangxi,21.5821851,109.5816259,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100698,广西投资集团北海发电厂,320.0,2005,subcritical,once-through,Guangxi,21.5821851,109.5816259,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000111992,广西投资集团北海发电厂,660.0,2024,supercritical,once-through,Guangxi,21.5821851,109.5816259,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000111993,广西投资集团北海发电厂,660.0,2024,supercritical,once-through,Guangxi,21.5821851,109.5816259,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100699,斯道拉恩索北海林纸公司自备电厂,70.0,2018,subcritical,recirculating,Guangxi,21.53862,109.534681,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000113928,斯道拉恩索北海林纸公司自备电厂,70.0,2018,subcritical,recirculating,Guangxi,21.53862,109.534681,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000110798,"魏桥集团北海新区供热中心, 滨州绿丰热电有限公司",60.0,2012,subcritical,recirculating,Shandong,38.0114475,117.9783154,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000110799,"魏桥集团北海新区供热中心, 滨州绿丰热电有限公司",60.0,2012,subcritical,recirculating,Shandong,38.0114475,117.9783154,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000110800,"魏桥集团北海新区供热中心, 滨州绿丰热电有限公司",60.0,2012,subcritical,recirculating,Shandong,38.0114475,117.9783154,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000110801,"魏桥集团北海新区供热中心, 滨州绿丰热电有限公司",60.0,2012,subcritical,recirculating,Shandong,38.0114475,117.9783154,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000110802,"魏桥集团北海新区供热中心, 滨州绿丰热电有限公司",330.0,2015,subcritical,recirculating,Shandong,38.022916,117.972606,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000110803,"魏桥集团北海新区供热中心, 滨州绿丰热电有限公司",330.0,2015,subcritical,recirculating,Shandong,38.022916,117.972606,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000110804,"魏桥集团北海新区供热中心, 滨州绿丰热电有限公司",330.0,2015,subcritical,recirculating,Shandong,38.022916,117.972606,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000110805,"魏桥集团北海新区供热中心, 滨州绿丰热电有限公司",330.0,2015,subcritical,recirculating,Shandong,38.022916,117.972606,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103166,神华国华广投北海发电厂,1000.0,2022,ultra-supercritical,once-through,Guangxi,21.535871,109.590176,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000103167,神华国华广投北海发电厂,1000.0,2022,ultra-supercritical,once-through,Guangxi,21.535871,109.590176,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115458,神华国华广投北海发电厂,1000.0,2025,ultra-supercritical,once-through,Guangxi,21.535871,109.590176,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000115459,神华国华广投北海发电厂,1000.0,2025,ultra-supercritical,once-through,Guangxi,21.535871,109.590176,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100700,京能锡林郭勒发电公司五间房电厂,660.0,2018,ultra-supercritical,Air,Inner Mongolia,44.572488,116.739511,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100701,京能锡林郭勒发电公司五间房电厂,660.0,2019,ultra-supercritical,Air,Inner Mongolia,44.572488,116.739511,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100706,北仑发电厂,600.0,1991,subcritical,once-through,Zhejiang,29.9427256,121.8131207,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100707,北仑发电厂,600.0,1994,subcritical,once-through,Zhejiang,29.9427256,121.8131207,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100708,北仑发电厂,600.0,2000,subcritical,once-through,Zhejiang,29.9427256,121.8131207,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100709,北仑发电厂,600.0,2000,subcritical,once-through,Zhejiang,29.9427256,121.8131207,GEM_with_Cooling_Technology_July2025.xlsx,2025
G100000100710,北仑发电厂,600.0,2000,subcritical,once-through,Zhejiang,29.9427256,121.8131207,GEM_with_Cooling_Technology_July2025.xlsx,2025
