plant_id,plant_index,plant_site,unit_count,total_capacity_mw,mean_commission_year,retirement_year,province_mode,dominant_combustion,dominant_cooling_technology,combustion_mix,capacity_mw_once_through,capacity_mw_recirculating,capacity_mw_air,weighted_water_intensity_m3_per_mwh,quota_intensity_m3_per_mwh,air_consumption_intensity_m3_per_mwh,air_consumption_ccs_intensity_m3_per_mwh,already_air_share,requires_water_supply,centroid_latitude,centroid_longitude,source,year_basis,coast_distance_km,seawater_cooled,freshwater_intensity_m3_per_mwh,withdrawal_intensity_m3_per_mwh,consumption_intensity_m3_per_mwh,withdrawal_ccs_intensity_m3_per_mwh,consumption_ccs_intensity_m3_per_mwh,quota_ccs_intensity_m3_per_mwh
P0148,148,H350_147,10,2090.0,2011.7,2051,Shandong,subcritical,recirculating,subcritical:0.800;ultra-supercritical:0.200,110.0,1980.0,0.0,1.7711,2.5245,0.1487,0.2895,0.0,True,37.58648391999999,121.17031739999997,inputs/plants_unit.csv,2025,0.16,True,1.7526,1.7204,1.4233,3.5866,2.7398,3.841
P0149,149,H350_148,14,9340.0,2020.357142857143,2060,Shaanxi,ultra-supercritical,Air,ultra-supercritical:0.714;subcritical:0.286,0.0,100.0,9240.0,0.3858,0.4792,0.126,0.2582,0.9893,True,35.73940914285714,109.11732799999997,inputs/plants_unit.csv,2025,817.84,False,0.3858,0.1783,0.1454,0.3917,0.2935,0.6273
P0150,150,H350_149,3,140.0,2024.3333333333333,2064,Guizhou,CFB,recirculating,CFB:1.000,0.0,140.0,0.0,1.85,3.2,0.2,0.36,0.0,True,27.13609633333333,107.028961,inputs/plants_unit.csv,2025,596.22,False,1.85,2.31,2.01,4.51,3.65,4.84
P0151,151,H350_150,19,3875.0,2005.6842105263158,2045,Shandong,subcritical,recirculating,subcritical:0.632;CFB:0.263;supercritical:0.105,300.0,3575.0,0.0,1.7339,2.6012,0.1928,0.351,0.0,True,36.84487961052631,117.24917,inputs/plants_unit.csv,2025,143.8,False,1.7339,11.1273,1.8781,19.509,3.3979,4.121
P0152,152,H350_151,7,1330.0,2007.0,2047,Guangdong,subcritical,recirculating,subcritical:0.857;supercritical:0.143,0.0,1330.0,0.0,1.85,2.6925,0.182,0.3374,0.0,True,21.674481614285714,110.87662530000001,inputs/plants_unit.csv,2025,22.54,False,1.85,2.2559,1.8295,4.3431,3.3838,4.2468
P0153,153,H350_152,11,2125.0,2004.5454545454545,2044,Heilongjiang,subcritical,recirculating,subcritical:0.909;supercritical:0.091,600.0,1525.0,0.0,1.4265,2.0536,0.1887,0.3459,0.0,True,47.05959753636363,130.29474041818182,inputs/plants_unit.csv,2025,928.98,False,1.4265,34.5124,1.6796,59.3514,2.9526,3.3266
P0154,154,H350_153,21,6104.0,2011.3809523809523,2051,Tianjin,subcritical,recirculating,subcritical:0.571;supercritical:0.286;ultra-supercritical:0.095;IGCC:0.048,1950.0,4154.0,0.0,1.3708,1.9963,0.1708,0.3214,0.0,True,38.89308288571428,117.49515763809525,inputs/plants_unit.csv,2025,11.22,True,1.259,1.3992,1.1559,2.7918,2.1683,3.0087
P0155,155,H350_154,6,3062.0,2007.3333333333333,2047,Shanxi,subcritical,Air,subcritical:0.667;ultra-supercritical:0.333,0.0,0.0,3062.0,0.37,0.5057,0.167,0.3147,1.0,True,36.956308799999995,113.04829170000001,inputs/plants_unit.csv,2025,438.63,False,0.37,0.197,0.167,0.4047,0.3147,0.6534
P0156,156,H350_155,2,600.0,2005.5,2045,Yunnan,subcritical,recirculating,subcritical:1.000,0.0,600.0,0.0,1.85,2.7,0.2,0.36,0.0,True,25.0149171,102.3335597,inputs/plants_unit.csv,2025,695.9,False,1.85,2.31,2.01,4.51,3.65,4.34
P0157,157,H350_156,10,5160.0,2013.3,2053,Guizhou,subcritical,recirculating,subcritical:0.400;ultra-supercritical:0.400;supercritical:0.200,600.0,4560.0,0.0,1.6756,2.1744,0.1488,0.2909,0.0,True,26.321269020000006,105.61257831999998,inputs/plants_unit.csv,2025,567.54,False,1.6756,15.1814,1.4344,26.4958,2.7074,3.4474
P0158,158,H350_157,6,1525.0,2013.8333333333333,2053,Guangxi,supercritical,once-through,supercritical:0.500;subcritical:0.500,1525.0,0.0,0.0,0.35,0.5601,0.1722,0.3252,0.0,True,23.29812266666666,106.45162566666669,inputs/plants_unit.csv,2025,251.48,False,0.35,97.3096,0.8577,172.961,1.1305,0.8329
P0159,159,H350_158,9,3410.0,2014.111111111111,2054,Fujian,subcritical,recirculating,subcritical:0.333;supercritical:0.222;ultra-supercritical:0.222;CFB:0.222,3200.0,210.0,0.0,0.4424,0.5501,0.139,0.2779,0.0,True,24.687213566666667,118.63520546666665,inputs/plants_unit.csv,2025,1.77,True,0.1139,0.1423,0.1238,0.2777,0.2248,0.6511
P0160,160,H350_159,15,4420.0,2016.2,2056,Hubei,subcritical,recirculating,subcritical:0.600;ultra-supercritical:0.267;supercritical:0.133,2640.0,1780.0,0.0,0.9541,1.3857,0.1459,0.2864,0.0,True,30.151720266666665,112.36138973333331,inputs/plants_unit.csv,2025,806.68,False,0.9541,50.3665,0.8823,87.2889,1.5819,2.0853
P0161,161,H350_160,8,475.0,2009.75,2049,Zhejiang,subcritical,recirculating,subcritical:1.000,0.0,475.0,0.0,1.85,3.2,0.2,0.36,0.0,True,28.9022094,118.8811483,inputs/plants_unit.csv,2025,220.93,False,1.85,2.31,2.01,4.51,3.65,4.84
P0162,162,H350_161,4,1370.0,2014.0,2054,Shandong,supercritical,once-through,supercritical:0.500;subcritical:0.250;CFB:0.250,1300.0,70.0,0.0,0.4266,0.562,0.162,0.3126,0.0,True,35.409393550000004,117.7606535,inputs/plants_unit.csv,2025,140.86,False,0.4266,84.4757,0.7574,153.4691,0.9931,0.7977
P0163,163,H350_162,8,2600.0,2011.75,2051,Hebei,supercritical,recirculating,supercritical:0.500;subcritical:0.500,0.0,2600.0,0.0,1.85,2.7,0.1785,0.3331,0.0,True,39.314963649999996,116.90355235,inputs/plants_unit.csv,2025,75.64,False,1.85,2.2454,1.7946,4.3108,3.3323,4.2377
P0164,164,H350_163,4,3200.0,2016.5,2056,Hunan,supercritical,once-through,supercritical:0.500;ultra-supercritical:0.500,3200.0,0.0,0.0,0.35,0.3762,0.135,0.2725,0.0,True,28.5953512,112.9124966,inputs/plants_unit.csv,2025,652.28,False,0.35,85.0875,0.4012,150.0588,0.5337,0.5087
P0165,165,H350_164,2,1200.0,2007.0,2047,Hebei,subcritical,once-through,subcritical:1.000,1200.0,0.0,0.0,0.35,0.42,0.2,0.36,0.0,True,36.5985437,113.6907271,inputs/plants_unit.csv,2025,401.87,False,0.35,116.48,1.24,199.11,1.77,0.95
P0166,166,H350_165,10,1840.0,2010.6,2050,Guangxi,subcritical,recirculating,subcritical:0.800;supercritical:0.200,1000.0,840.0,0.0,1.0348,1.7647,0.1848,0.341,0.0,True,23.733888059999998,106.9209267,inputs/plants_unit.csv,2025,256.25,False,1.0348,53.8665,1.3823,95.9589,2.2783,2.6607
P0167,167,H350_166,50,12066.0,2012.02,2052,Shandong,subcritical,recirculating,subcritical:0.840;ultra-supercritical:0.140;CFB:0.020,300.0,11766.0,0.0,1.8127,2.5759,0.1694,0.3179,0.0,True,36.863153202,117.96704525199999,inputs/plants_unit.csv,2025,89.61,False,1.8127,4.8691,1.7037,8.9387,3.1744,4.0466
P0168,168,H350_167,4,1620.0,2021.25,2061,Xinjiang,supercritical,recirculating,supercritical:0.500;ultra-supercritical:0.500,0.0,1620.0,0.0,1.85,2.5074,0.1274,0.2611,0.0,True,44.863498650000004,82.08918665,inputs/plants_unit.csv,2025,3026.57,False,1.85,1.693,1.3248,3.5696,2.6281,3.8107
P0169,169,H350_168,6,1500.0,2007.3333333333333,2047,Guizhou,subcritical,recirculating,subcritical:1.000,0.0,1500.0,0.0,1.85,2.8,0.2,0.36,0.0,True,27.159312466666666,105.49295496666667,inputs/plants_unit.csv,2025,654.13,False,1.85,2.31,2.01,4.51,3.65,4.44
P0170,170,H350_169,20,7570.0,2012.35,2052,Shandong,subcritical,recirculating,subcritical:0.700;ultra-supercritical:0.250;supercritical:0.050,600.0,6970.0,0.0,1.7311,2.1633,0.1473,0.2879,0.0,True,37.40831771999999,118.63321122999999,inputs/plants_unit.csv,2025,15.96,True,1.7034,1.6671,1.3541,3.4616,2.6198,3.429
P0171,171,H350_170,14,3350.0,2002.0714285714287,2042,Shaanxi,subcritical,recirculating,subcritical:1.000,0.0,2150.0,1200.0,1.3199,1.9893,0.2,0.36,0.3582,True,34.31278957142858,108.8980685142857,inputs/plants_unit.csv,2025,907.42,False,1.3199,1.5649,1.3616,3.0557,2.4715,3.0992
P0172,172,H350_171,6,3260.0,2005.6666666666667,2045,Sichuan,subcritical,recirculating,subcritical:0.667;ultra-supercritical:0.333,0.0,3260.0,0.0,1.85,2.2706,0.1509,0.2925,0.0,True,31.82574306666667,104.81546613333335,inputs/plants_unit.csv,2025,1156.16,False,1.85,1.8621,1.5499,3.8536,2.9629,3.6836
P0173,173,H350_172,16,5360.0,2009.25,2049,Ningxia,subcritical,recirculating,subcritical:0.625;ultra-supercritical:0.125;CFB:0.125;supercritical:0.125,0.0,4000.0,1360.0,1.4745,2.0099,0.1751,0.3264,0.2537,True,37.94774005,105.9749642,inputs/plants_unit.csv,2025,1018.55,False,1.4745,1.5999,1.3608,3.2111,2.5329,3.182
P0174,174,H350_173,21,8090.0,2007.952380952381,2047,Shanxi,subcritical,Air,subcritical:0.714;ultra-supercritical:0.190;supercritical:0.095,0.0,690.0,7400.0,0.4962,0.7324,0.1612,0.3074,0.9147,True,36.34547512380952,113.02755668571427,inputs/plants_unit.csv,2025,468.0,False,0.4962,0.3716,0.3156,0.7452,0.588,1.0048
P0175,175,H350_174,4,1800.0,2007.25,2047,Guizhou,subcritical,recirculating,subcritical:1.000,0.0,1800.0,0.0,1.85,2.4667,0.2,0.36,0.0,True,27.2103544,108.89257230000001,inputs/plants_unit.csv,2025,585.77,False,1.85,2.31,2.01,4.51,3.65,4.1067
P0176,176,H350_175,10,4700.0,2004.2,2044,Hubei,subcritical,once-through,subcritical:0.600;supercritical:0.200;ultra-supercritical:0.200,4600.0,100.0,0.0,0.3819,0.469,0.1551,0.2996,0.0,True,31.927882779999997,112.16024827999999,inputs/plants_unit.csv,2025,736.9,False,0.3819,92.2078,0.676,160.9326,0.9526,0.7456
P0177,177,H350_176,5,2060.0,2000.6,2040,Jilin,subcritical,recirculating,subcritical:0.800;supercritical:0.200,0.0,1400.0,660.0,1.3758,1.9919,0.1872,0.344,0.3204,True,43.5282178,123.4633255,inputs/plants_unit.csv,2025,315.02,False,1.3758,1.6372,1.4173,3.1964,2.5799,3.1545
P0178,178,H350_177,4,1400.0,2021.25,2061,Shaanxi,supercritical,Air,supercritical:1.000,0.0,0.0,1400.0,0.37,0.57,0.16,0.31,1.0,True,36.7187265,109.52638999999999,inputs/plants_unit.csv,2025,743.23,False,0.37,0.21,0.16,0.41,0.31,0.72
P0179,179,H350_178,16,6250.0,2006.6875,2046,Fujian,subcritical,once-through,subcritical:0.500;supercritical:0.438;ultra-supercritical:0.062,6060.0,190.0,0.0,0.3956,0.518,0.1647,0.3148,0.0,True,24.419180087500003,118.0379032625,inputs/plants_unit.csv,2025,0.83,True,0.0562,0.0702,0.0611,0.1371,0.111,0.5679
P0180,180,H350_179,6,1500.0,2015.6666666666667,2055,Inner Mongolia,subcritical,Air,subcritical:0.667;ultra-supercritical:0.333,0.0,400.0,1100.0,0.7647,1.3327,0.1627,0.3087,0.7333,True,49.461172000000005,117.568398,inputs/plants_unit.csv,2025,1001.7,False,0.7647,0.7473,0.6453,1.4813,1.186,1.8734
P0181,181,H350_180,21,4355.0,2018.857142857143,2058,Xinjiang,subcritical,recirculating,subcritical:0.571;supercritical:0.190;CFB:0.143;ultra-supercritical:0.095,0.0,3695.0,660.0,1.6257,2.3831,0.1629,0.3106,0.1515,True,43.9809660952381,81.232426,inputs/plants_unit.csv,2025,3101.15,False,1.6257,1.7349,1.3798,3.4514,2.6223,3.6256
P0182,182,H350_181,11,5813.0,2016.7272727272727,2056,Jiangxi,ultra-supercritical,once-through,ultra-supercritical:0.455;subcritical:0.364;CFB:0.182,5568.0,245.0,0.0,0.4132,0.4949,0.133,0.2679,0.0,True,29.75556527272727,116.15259249090909,inputs/plants_unit.csv,2025,443.99,False,0.4132,83.4633,0.425,144.0873,0.6551,0.725
P0183,183,H350_182,2,270.0,2016.0,2056,Xinjiang,subcritical,recirculating,subcritical:1.000,0.0,270.0,0.0,1.85,3.2,0.2,0.36,0.0,True,47.28983,87.7296623,inputs/plants_unit.csv,2025,2598.06,False,1.85,2.31,2.01,4.51,3.65,4.84
P0184,184,H350_183,23,6490.0,2015.2608695652175,2055,Shandong,subcritical,recirculating,subcritical:0.913;supercritical:0.087,0.0,6490.0,0.0,1.85,2.7123,0.1957,0.3546,0.0,True,37.425986234782606,117.83290064347824,inputs/plants_unit.csv,2025,62.23,False,1.85,2.2971,1.9669,4.4701,3.5864,4.3318
P0185,185,H350_184,4,1500.0,2015.75,2055,Guizhou,subcritical,recirculating,subcritical:0.500;supercritical:0.500,0.0,1500.0,0.0,1.85,2.52,0.168,0.32,0.0,True,28.00455835,106.9379912,inputs/plants_unit.csv,2025,691.88,False,1.85,2.214,1.69,4.214,3.178,4.008
P0186,186,H350_185,13,4850.0,2014.8461538461538,2054,Ningxia,subcritical,Air,subcritical:0.385;supercritical:0.308;ultra-supercritical:0.308,0.0,810.0,4040.0,0.6172,0.8976,0.1449,0.2857,0.833,True,37.59225300000001,105.39427115384616,inputs/plants_unit.csv,2025,1075.43,False,0.6172,0.5281,0.4472,1.0566,0.8352,1.2856
P0187,187,H350_186,2,200.0,2026.0,2066,Inner Mongolia,subcritical,recirculating,subcritical:1.000,0.0,200.0,0.0,1.85,3.2,0.2,0.36,0.0,True,43.585098,121.331659,inputs/plants_unit.csv,2025,289.84,False,1.85,2.31,2.01,4.51,3.65,4.84
P0188,188,H350_187,4,4000.0,2025.5,2065,Xinjiang,ultra-supercritical,recirculating,ultra-supercritical:1.000,0.0,4000.0,0.0,1.85,2.0,0.12,0.25,0.0,True,44.53792,92.926001,inputs/plants_unit.csv,2025,2146.78,False,1.85,1.58,1.26,3.44,2.53,3.27
P0189,189,H350_188,4,1000.0,2002.75,2042,Yunnan,subcritical,recirculating,subcritical:1.000,0.0,1000.0,0.0,1.85,2.9,0.2,0.36,0.0,True,24.9631234,103.0278556,inputs/plants_unit.csv,2025,634.5,False,1.85,2.31,2.01,4.51,3.65,4.54
P0190,190,H350_189,12,2240.0,2009.5833333333333,2049,Jiangsu,subcritical,recirculating,subcritical:0.833;CFB:0.167,0.0,2240.0,0.0,1.85,2.7536,0.2,0.36,0.0,True,33.51324183333334,119.00320116666667,inputs/plants_unit.csv,2025,122.38,False,1.85,2.31,2.01,4.51,3.65,4.3936
P0191,191,H350_190,2,2100.0,2021.0,2061,Hunan,ultra-supercritical,once-through,ultra-supercritical:1.000,2100.0,0.0,0.0,0.35,0.35,0.12,0.25,0.0,True,26.56672,111.492692,inputs/plants_unit.csv,2025,470.05,False,0.35,82.8,0.228,143.2,0.344,0.466
P0192,192,H350_191,6,3420.0,2019.5,2059,Shaanxi,ultra-supercritical,Air,ultra-supercritical:0.667;subcritical:0.333,0.0,100.0,3320.0,0.4133,0.5283,0.1223,0.2532,0.9708,True,37.822902,108.98365166666666,inputs/plants_unit.csv,2025,759.19,False,0.4133,0.2132,0.1753,0.4619,0.3494,0.7024
P0193,193,H350_192,3,1370.0,2015.6666666666667,2055,Guangxi,supercritical,once-through,supercritical:0.667;CFB:0.333,1320.0,50.0,0.0,0.4047,0.5215,0.1615,0.3118,0.0,True,22.806623733333335,108.93004633333334,inputs/plants_unit.csv,2025,102.9,False,0.4047,85.7398,0.7382,155.7608,0.9522,0.7355
P0194,194,H350_193,2,660.0,2011.0,2051,Shaanxi,subcritical,recirculating,subcritical:1.000,0.0,660.0,0.0,1.85,2.7,0.2,0.36,0.0,True,33.346156,106.141932,inputs/plants_unit.csv,2025,1181.57,False,1.85,2.31,2.01,4.51,3.65,4.34
P0195,195,H350_194,2,600.0,2007.5,2047,Sichuan,subcritical,recirculating,subcritical:1.000,0.0,600.0,0.0,1.85,2.7,0.2,0.36,0.0,True,31.324767,107.491416,inputs/plants_unit.csv,2025,1046.58,False,1.85,2.31,2.01,4.51,3.65,4.34
P0196,196,H350_195,2,120.0,2011.0,2051,Xinjiang,subcritical,recirculating,subcritical:1.000,0.0,120.0,0.0,1.85,3.2,0.2,0.36,0.0,True,43.7063773,94.9857948,inputs/plants_unit.csv,2025,1969.66,False,1.85,2.31,2.01,4.51,3.65,4.84
P0197,197,H350_196,2,1320.0,2018.5,2058,Fujian,ultra-supercritical,once-through,ultra-supercritical:1.000,1320.0,0.0,0.0,0.35,0.42,0.12,0.25,0.0,True,27.3866923,117.4607848,inputs/plants_unit.csv,2025,223.68,False,0.35,82.8,0.228,143.2,0.344,0.536
P0198,198,H350_197,2,660.0,2007.0,2047,Gansu,subcritical,Air,subcritical:1.000,0.0,0.0,660.0,0.37,0.57,0.2,0.36,1.0,True,34.7548032,105.1007823,inputs/plants_unit.csv,2025,1196.45,False,0.37,0.23,0.2,0.45,0.36,0.73
P0199,199,H350_198,4,260.0,2013.0,2053,Inner Mongolia,subcritical,recirculating,subcritical:1.000,0.0,260.0,0.0,1.85,3.2,0.2,0.36,0.0,True,43.063974,116.786405,inputs/plants_unit.csv,2025,426.74,False,1.85,2.31,2.01,4.51,3.65,4.84
P0200,200,H350_199,4,2020.0,2019.5,2059,Xinjiang,supercritical,recirculating,supercritical:0.500;ultra-supercritical:0.500,0.0,2020.0,0.0,1.85,2.4713,0.1339,0.2708,0.0,True,39.4815702,76.0498524,inputs/plants_unit.csv,2025,3625.85,False,1.85,1.7914,1.3813,3.6826,2.7137,3.8037
P0201,201,H350_200,2,700.0,2017.0,2057,Heilongjiang,supercritical,once-through,supercritical:1.000,700.0,0.0,0.0,0.35,0.49,0.16,0.31,0.0,True,46.658416,127.035146,inputs/plants_unit.csv,2025,771.95,False,0.35,88.9,0.69,161.49,0.85,0.65
P0202,202,H350_201,4,1920.0,2004.75,2044,Jiangxi,subcritical,once-through,subcritical:0.500;ultra-supercritical:0.500,1920.0,0.0,0.0,0.35,0.4419,0.145,0.2844,0.0,True,27.04720645,115.02031084999999,inputs/plants_unit.csv,2025,402.59,False,0.35,93.325,0.5442,160.6719,0.7896,0.6873
P0203,203,H350_202,5,1350.0,1998.2,2038,Inner Mongolia,subcritical,recirculating,subcritical:0.600;supercritical:0.400,0.0,150.0,1200.0,0.5344,0.7911,0.1644,0.3156,0.8889,True,49.297128799999996,119.7869442,inputs/plants_unit.csv,2025,946.91,False,0.5344,0.4433,0.3656,0.8656,0.6811,1.1066
P0204,204,H350_203,2,700.0,2015.0,2055,Heilongjiang,supercritical,once-through,supercritical:1.000,700.0,0.0,0.0,0.35,0.49,0.16,0.31,0.0,True,47.738549,128.750564,inputs/plants_unit.csv,2025,937.04,False,0.35,88.9,0.69,161.49,0.85,0.65
P0205,205,H350_204,2,600.0,2006.0,2046,Inner Mongolia,subcritical,recirculating,subcritical:1.000,0.0,600.0,0.0,1.85,2.7,0.2,0.36,0.0,True,40.651111,108.767778,inputs/plants_unit.csv,2025,787.5,False,1.85,2.31,2.01,4.51,3.65,4.34
P0206,206,H350_205,3,1050.0,2020.3333333333333,2060,Hubei,supercritical,recirculating,supercritical:1.000,0.0,1050.0,0.0,1.85,2.7,0.16,0.31,0.0,True,32.683566,110.737906,inputs/plants_unit.csv,2025,825.61,False,1.85,2.19,1.61,4.14,3.06,4.15
P0207,207,H350_206,28,9000.0,2011.75,2051,Xinjiang,subcritical,recirculating,subcritical:0.786;supercritical:0.143;ultra-supercritical:0.071,0.0,5540.0,3460.0,1.281,1.841,0.182,0.336,0.3844,True,44.388759342857156,86.14399902857143,inputs/plants_unit.csv,2025,2693.64,False,1.281,1.3844,1.141,2.7338,2.1278,2.8278
P0208,208,H350_207,1,330.0,2016.0,2056,Sichuan,subcritical,recirculating,subcritical:1.000,0.0,330.0,0.0,1.85,2.7,0.2,0.36,0.0,True,26.600634,101.504877,inputs/plants_unit.csv,2025,866.23,False,1.85,2.31,2.01,4.51,3.65,4.34
P0209,209,H350_208,4,2400.0,2008.0,2048,Zhejiang,supercritical/CCS,once-through,supercritical/CCS:1.000,2400.0,0.0,0.0,0.35,0.42,0.16,0.31,0.0,True,29.1866175,119.5068449,inputs/plants_unit.csv,2025,156.41,False,0.35,88.9,0.69,161.49,0.85,0.58
P0210,210,H350_209,2,1320.0,2011.5,2051,Anhui,ultra-supercritical,once-through,ultra-supercritical:1.000,660.0,660.0,0.0,1.1,1.385,0.12,0.25,0.0,True,30.86956,118.865,inputs/plants_unit.csv,2025,181.6,False,1.1,42.19,0.744,73.32,1.437,2.078
P0211,211,H350_210,2,1260.0,2008.5,2048,Henan,supercritical,recirculating,supercritical:1.000,0.0,1260.0,0.0,1.85,2.35,0.16,0.31,0.0,True,34.8060821,114.4450842,inputs/plants_unit.csv,2025,438.06,False,1.85,2.19,1.61,4.14,3.06,3.8
P0212,212,H350_211,4,2650.0,2015.25,2055,Gansu,subcritical,recirculating,subcritical:0.500;ultra-supercritical:0.500,0.0,2325.0,325.0,1.6685,1.9105,0.1396,0.277,0.1226,True,39.071222,100.462929,inputs/plants_unit.csv,2025,1484.89,False,1.6685,1.504,1.222,3.2045,2.4012,3.0897
P0213,213,H350_212,7,3670.0,2013.142857142857,2053,Hubei,ultra-supercritical,once-through,ultra-supercritical:0.571;subcritical:0.429,3340.0,330.0,0.0,0.4849,0.6376,0.1416,0.2797,0.0,True,30.139824142857144,115.22746642857145,inputs/plants_unit.csv,2025,528.76,False,0.4849,81.6194,0.5702,140.7839,0.8977,0.9651
P0214,214,H350_213,7,965.0,2017.4285714285713,2057,Xinjiang,CFB,recirculating,CFB:0.429;subcritical:0.286;supercritical:0.286,0.0,965.0,0.0,1.85,2.8373,0.171,0.3237,0.0,True,40.57628974285715,81.22118188571429,inputs/plants_unit.csv,2025,3140.62,False,1.85,2.223,1.7198,4.2416,3.222,4.3395
P0215,215,H350_214,4,1320.0,2000.5,2040,Hebei,subcritical,recirculating,subcritical:1.000,0.0,1320.0,0.0,1.85,2.7,0.2,0.36,0.0,True,37.7526565,115.6012217,inputs/plants_unit.csv,2025,194.17,False,1.85,2.31,2.01,4.51,3.65,4.34
P0216,216,H350_215,2,100.0,1997.0,2037,Heilongjiang,subcritical,recirculating,subcritical:1.000,0.0,100.0,0.0,1.85,3.2,0.2,0.36,0.0,True,48.2323268,126.5290168,inputs/plants_unit.csv,2025,905.59,False,1.85,2.31,2.01,4.51,3.65,4.84
P0217,217,H350_216,2,300.0,2004.0,2044,Hainan,subcritical,recirculating,subcritical:1.000,0.0,300.0,0.0,1.85,3.2,0.2,0.36,0.0,True,19.772636,109.18408,inputs/plants_unit.csv,2025,1.97,False,1.85,2.31,2.01,4.51,3.65,4.84
P0218,218,H350_217,4,1980.0,2010.0,2050,Hubei,supercritical,recirculating,supercritical:1.000,1280.0,700.0,0.0,0.8803,1.2261,0.16,0.31,0.0,True,31.047291050000002,112.23960819999999,inputs/plants_unit.csv,2025,782.51,False,0.8803,58.2449,1.0153,105.8612,1.6313,1.8421
P0219,219,H350_218,4,810.0,2005.5,2045,Jilin,subcritical,recirculating,subcritical:0.750;supercritical:0.250,0.0,150.0,660.0,0.6441,0.9919,0.1674,0.3193,0.8148,True,45.18673232500001,124.713103425,inputs/plants_unit.csv,2025,530.5,False,0.6441,0.5989,0.5026,1.1693,0.9285,1.4178
P0220,220,H350_219,2,1320.0,2018.5,2058,Hebei,ultra-supercritical,recirculating,ultra-supercritical:1.000,0.0,1320.0,0.0,1.85,2.35,0.12,0.25,0.0,True,39.812212,114.636465,inputs/plants_unit.csv,2025,280.26,False,1.85,1.58,1.26,3.44,2.53,3.62
P0221,221,H350_220,10,4130.0,2006.1,2046,Gansu,subcritical,recirculating,subcritical:0.600;supercritical:0.400,0.0,3180.0,950.0,1.5096,2.0558,0.1756,0.3295,0.23,True,35.395936240000005,106.7692569,inputs/plants_unit.csv,2025,1028.48,False,1.5096,1.7743,1.4071,3.4031,2.6195,3.2682
P0222,222,H350_221,4,4000.0,2020.75,2060,Jiangxi,ultra-supercritical,recirculating,ultra-supercritical:1.000,0.0,4000.0,0.0,1.85,2.0,0.12,0.25,0.0,True,27.7844943,116.5644289,inputs/plants_unit.csv,2025,323.51,False,1.85,1.58,1.26,3.44,2.53,3.27
P0223,223,H350_222,19,6425.0,2003.421052631579,2043,Anhui,subcritical,recirculating,subcritical:0.684;ultra-supercritical:0.211;supercritical:0.105,2640.0,3785.0,0.0,1.2337,1.6715,0.1589,0.3045,0.0,True,31.722853400000005,118.48500455789474,inputs/plants_unit.csv,2025,241.52,False,1.2337,43.2557,1.2724,76.3016,2.2283,2.6274
P0224,224,H350_223,4,1100.0,2013.75,2053,Xinjiang,supercritical,recirculating,supercritical:0.500;subcritical:0.500,0.0,1100.0,0.0,1.85,2.8818,0.1745,0.3282,0.0,True,41.116462999999996,80.284606,inputs/plants_unit.csv,2025,3213.95,False,1.85,2.2336,1.7555,4.2745,3.2745,4.4008
P0225,225,H350_224,2,1200.0,2020.0,2060,Heilongjiang,supercritical,recirculating,supercritical:1.000,0.0,1200.0,0.0,1.85,2.35,0.16,0.31,0.0,True,46.250035,132.54726,inputs/plants_unit.csv,2025,978.3,False,1.85,2.19,1.61,4.14,3.06,3.8
P0226,226,H350_225,4,2640.0,2020.0,2060,Anhui,ultra-supercritical,recirculating,ultra-supercritical:1.000,0.0,2640.0,0.0,1.85,2.35,0.12,0.25,0.0,True,31.656523,116.491363,inputs/plants_unit.csv,2025,428.19,False,1.85,1.58,1.26,3.44,2.53,3.62
P0227,227,H350_226,12,3700.0,2016.5,2056,Shanxi,supercritical,Air,supercritical:0.667;subcritical:0.333,0.0,1600.0,2100.0,1.01,1.5451,0.1708,0.3235,0.5676,True,37.256315066666666,112.01524108333335,inputs/plants_unit.csv,2025,513.56,False,1.01,1.0986,0.8951,2.123,1.6586,2.3086
P0228,228,H350_227,2,1200.0,2007.0,2047,Liaoning,supercritical,recirculating,supercritical:1.000,0.0,1200.0,0.0,1.85,2.35,0.16,0.31,0.0,True,39.6759023,123.2061971,inputs/plants_unit.csv,2025,0.24,False,1.85,2.19,1.61,4.14,3.06,3.8
P0229,229,H350_228,11,3730.0,2007.6363636363637,2047,Henan,subcritical,recirculating,subcritical:0.727;supercritical:0.182;ultra-supercritical:0.091,0.0,3730.0,0.0,1.85,2.5054,0.165,0.3136,0.0,True,34.80419690909091,111.0107946818182,inputs/plants_unit.csv,2025,714.25,False,1.85,2.0738,1.6738,4.0982,3.1504,3.982
P0230,230,H350_229,2,1320.0,2023.0,2063,Inner Mongolia,ultra-supercritical,Air,ultra-supercritical:1.000,0.0,0.0,1320.0,0.37,0.49,0.12,0.25,1.0,True,43.5503,115.1452,inputs/plants_unit.csv,2025,540.81,False,0.37,0.15,0.12,0.34,0.25,0.62
P0231,231,H350_230,4,1200.0,2010.5,2050,Fujian,subcritical,once-through,subcritical:1.000,1200.0,0.0,0.0,0.35,0.49,0.2,0.36,0.0,True,25.2826263,117.27690394999999,inputs/plants_unit.csv,2025,103.21,False,0.35,116.48,1.24,199.11,1.77,1.02
P0232,232,H350_231,2,1200.0,2013.0,2053,Inner Mongolia,subcritical,Air,subcritical:1.000,0.0,0.0,1200.0,0.37,0.49,0.2,0.36,1.0,True,43.589584,118.711438,inputs/plants_unit.csv,2025,363.51,False,0.37,0.23,0.2,0.45,0.36,0.65
